file;xml_id;form;vers;action;review_grund;geaendert;alt_pos;neu_pos;alt_lemmaRef;neu_lemmaRef;alt_corresp;neu_corresp;verdict_lemma;verdict_pos;confidence;begruendung;kontext
APO.tei.xml;APO_892050_7;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;wöll waschen und salben am haubt und allenthalben er seÿ / herr / knecht / **fraw** oder man dem würt gewartet schon do appolonius das erhort / er gedacht / jn
APO.tei.xml;APO_1091040_8;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;begabet sein / do aber der meister höret ire vernüfftige wort sprach er zuo ir **fraw** du solt bewart sein vor allem schaden / ich wil dir zuo dienste geben mein
APO.tei.xml;APO_1091060_10;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;wes du von mir begerest solt du alles gewert sein / do dancket im die **fraw** nach iren vermügen / und sprach jch beger nit mer von dir dann dz du
APO.tei.xml;APO_1141050_3;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;ob sÿ rechtes todes gestorben wer strangwilio gab seinen rat darzuo zuo hand beruoffet die **fraw** einen iren gepauren theophilus geheissen / und sprach zuo im theophile du pist arm /
APO.tei.xml;APO_1141080_10;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;ich dich reÿlich begaben do sprach der gepaur was hat sÿ übels gethan antwurt die **fraw** jr hoffart ist unzalperlich vil darumb solt du mein gepot volbringen / wann wöltest du
APO.tei.xml;APO_1141100_13;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;wöltest du das nit tuon du müstest ungefels von mir wartende sein sprach theophilus / **fraw** wie möcht ich dz volbringen das es verporgen belib wann kem es auß ich würd
APO.tei.xml;APO_1142020_7;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;das es verporgen belib wann kem es auß ich würd auch getötet do sprach die **fraw** sÿ hat ein gewonheyt wann sÿ von schuol geet dz sÿ kein leiplich speÿß isset
APO.tei.xml;APO_1202060_4;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;dem künig vor getan hette do dz der jungling höret er erschrack und sprach o **fraw** stee auf wir seÿn auch menschen und müssen teglich solches ungefels wartende sein damit schied
APO.tei.xml;APO_1231060_13;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;meiner zuokunfft jch hab sorg die zäher seÿn mein und nit ewer do sprach dÿe **fraw** o herr ich muoß dir sagen das ich ungern tuon und wer mir lieber es
APO.tei.xml;APO_1401020_2;fraw;;ANNOTATE;;ja;;NOM;;lexicon.xml#lemma_7260;;variants.xml#type_43131;lemma_7260;NOM;high;Die MHG-normalisierte Schreibung traegt im gesamten Korpus nur lemma_7260, und lemma_7260 fuehrt genau eine Wortart (NOM). Keine Kontextentscheidung noetig.;dich gesoldet das du mich töten söltest antwurt theophilus / dz hat getan dÿonisiades mein **fraw** zehand namen die burger von der stat strangwilionem und sein weib / und füreten sÿ
