lemma_id	form	resolved_pos	confidence	note
lemma_3266	*	VRB	high	keren: verbal (turn/return) throughout; NOM not attested
lemma_3567	*	VRB	high	lazen: verbal (let/leave/release) throughout; NOM not attested
lemma_5061	*	VRB	high	sagen: verbal (say/tell) throughout; INJ/NOM not attested
lemma_5423	*	VRB	high	setzen: verbal (set/place) throughout; NOM not attested
lemma_5396	*	VRB	high	senden: verbal (send) throughout; NOM not attested
lemma_7298	*	VRB	high	furchten: verbal (fear) throughout; NOM not attested
lemma_7469	*	ADJ	high	welch: adjective (which/what kind of) throughout
lemma_1912	*	ADJ	high	ganz: adjective (whole/entire) throughout; ADV/NOM not attested in sampling
lemma_1055	*	ADV	high	dar: adverb (there/thither) throughout
lemma_4331	*	VRB	high	nennen: verbal (name/call) throughout; NOM not attested
lemma_6616	*	ADJ	high	unreine: adjective (unclean) throughout
lemma_7108	*	NOM	high	viur: noun (fire) throughout; INJ reading not attested
lemma_7048	*	NOM	high	viant: noun (enemy/fiend) throughout; ADV/INJ not attested
lemma_7048	*	NOM	high	viant: noun (enemy/fiend) throughout
lemma_7048	*	NOM	high	viant: noun
lemma_155	*	ADJ	high	alt: adjective (old) throughout; GRA/NOM not attested
lemma_722	*	VRB	high	biten: verbal (ask/request/pray) throughout; NOM not attested
lemma_582	*	VRB	high	besitzen: verbal (possess/inhabit) throughout; NOM not attested
lemma_6835	*	VRB	high	verderben: verbal (destroy/perish) throughout; NOM not attested
lemma_7677	*	ADV	high	wol: adverb (well/indeed) throughout; GRA/NOM not attested
lemma_29	*	ADV	high	abe: adverb/particle (off/away, verbal prefix) throughout
lemma_1288	*	ADJ	high	erste: ordinal adjective (first) throughout
lemma_7431	*	NOM	high	wec: noun (way/path) throughout; ADV not dominant in sampling
lemma_3273	*	NEG	high	kein: negative determiner (no/none) throughout
lemma_1517	yn	PRO	high	er: variant spelling of 'in' (3sg masc acc personal pronoun)
lemma_1517	ym	PRO	high	er: variant spelling of 'im' (3sg masc dat personal pronoun)
lemma_1517	he	PRO	high	er: Bohemian variant of nominative 'er'
lemma_1517	ym	PRO	high	er: variant of 'im'
lemma_1517	seyn	POS	high	er: variant spelling of 'sein' (3sg masc possessive)
lemma_1517	seynem	POS	high	er: variant spelling of 'seinem'
lemma_1517	seynen	POS	high	er: variant spelling of 'seinen'
lemma_1517	seyner	POS	high	er: variant spelling of 'seiner'
lemma_1517	seyne	POS	high	er: variant spelling of 'seine'
lemma_1517	seins	POS	high	er: variant spelling of 'seines'
lemma_1517	siner	POS	high	er: variant of 'seiner' (gen/dat possessive)
