lemma_id	form	resolved_pos	confidence	note
lemma_5028	*	VRB	high	ruofen: verbal (call/cry out) throughout; NOM not attested
lemma_7672	*	VRB	high	wizen: verbal (know) throughout; NOM not attested
lemma_9084	*	VEX	high	wirstu: contraction of wirst+du (you will/shall); verbal auxiliary component
lemma_5763	*	VRB	high	stigen: verbal (climb/ascend/descend) throughout; NOM not attested
lemma_4080	*	NOM	high	menge: noun (multitude/crowd) throughout; VRB not attested
lemma_3830	*	VRB	high	loben: verbal (praise/promise) throughout; NOM not attested
lemma_3	*	NOM	high	abent: noun (evening) throughout; ADV not attested
lemma_7221	*	ADJ	high	vremde: adjective (foreign/strange) throughout; NOM not attested
lemma_868	*	VRB	high	bringen: verbal (bring) throughout; NOM not attested
lemma_7608	*	ADV	high	wie: adverb (how/as) throughout
lemma_1164	*	NOM	high	dinc: noun (thing/matter) throughout; ADJ/ADV not attested
lemma_4303	*	NOM	high	naht: noun (night) throughout; ADV not attested
lemma_1292	*	ADJ	high	ewic: adjective (eternal/everlasting) throughout
lemma_5005	*	VRB	high	rueren: verbal (touch/move) throughout; NOM not attested
lemma_4848	*	ADJ	high	reine: adjective (clean/pure) throughout; GRA/NOM not attested
lemma_119	*	ADV	high	aleine: adverb (alone/only) throughout
lemma_5963	*	VRB	high	swern: verbal (swear/vow) throughout; NOM not attested
