lemma_id	form	resolved_pos	confidence	note
lemma_6207	*	VRB	high	trinken: verbal (drink) throughout; NOM not attested
lemma_7793	*	VRB	high	zeln: verbal (count/number) throughout; NOM not attested
lemma_7411	*	VRB	high	waschen: verbal (wash) throughout; NOM not attested
lemma_7490	*	VRB	high	werfen: verbal (throw/cast) throughout; NOM not attested
lemma_6133	*	VRB	high	toten: verbal (kill) throughout; NOM not attested
lemma_2629	*	VRB	high	halten: verbal (hold/keep/observe) throughout; INJ not attested
lemma_3720	*	VRB	high	lesen: verbal (gather/read) throughout; NOM not attested
lemma_1992	*	VRB	high	gedenken: verbal (think/remember) throughout; NOM not attested
lemma_6741	*	VRB	high	vallen: verbal (fall) throughout; NOM not attested
lemma_5517	*	VRB	high	slafen: verbal (sleep) throughout; NOM not attested
lemma_5818	*	VRB	high	striten: verbal (fight/strive) throughout; NOM not attested
lemma_1436	*	VRB	high	enphanen: verbal (receive/accept) throughout; NOM not attested
lemma_7360	*	VRB	high	wahsen: verbal (grow) throughout; NOM not attested
lemma_6722	*	VRB	high	vahen: verbal (catch/seize) throughout; INJ not attested
lemma_6879	*	VRB	high	verkoufen: verbal (sell) throughout; NOM not attested
lemma_2392	*	VRB	high	giozen: verbal (pour) throughout; NOM not attested
lemma_3770	*	VRB	high	ligen: verbal (lie/recline) throughout; NOM not attested
lemma_7129	*	VRB	high	vliehen: verbal (flee) throughout; NOM not attested
lemma_5309	*	VRB	high	schriben: verbal (write) throughout; INJ/NOM not attested
lemma_7459	*	VRB	high	weinen: verbal (weep/cry) throughout; NOM not attested
lemma_8385	*	VRB	high	hastu: contraction of hast+du (have you); verbal component
lemma_5729	*	ADJ	high	starc: adjective (strong/mighty) throughout
lemma_2567	*	ADJ	high	guldin: adjective (golden) throughout; NOM not attested
lemma_788	*	ADJ	high	bose: adjective (evil/bad) throughout; NOM not attested
lemma_3661	*	ADJ	high	lebendec: adjective (living/alive) throughout; NOM not attested
lemma_15793	*	ADJ	high	fridsam: adjective (peaceful/peaceable) throughout
lemma_7934	*	NUM	high	zwelf: numeral (twelve) throughout
lemma_4954	*	ADJ	high	rot: adjective (red) throughout; NOM not attested in sampling
lemma_3765	*	ADJ	high	liebe: adjective (dear/beloved) throughout; NOM not attested in sampling
lemma_7163	*	ADJ	high	vol: adjective (full) throughout; ADV not dominant
lemma_2700	*	NOM	high	heiden: noun (heathen/Gentile) throughout; ADJ not attested
lemma_26851	*	NOM	high	zige: noun (goat) throughout; ADJ not attested
lemma_7293	*	ADV	high	furbas: adverb (further/forward) throughout; GRA not attested
lemma_7947	*	ADV	high	zwir: adverb (twice) throughout; NUM use marginal
lemma_1293	*	ADV	high	ewiclich: adverb (eternally/forever) throughout; ADJ suffix -lich signals ADV
lemma_1398	*	ADV	high	endeclich: adverb (finally/at last) throughout; ADJ suffix -lich signals ADV
lemma_3732	*	ADV	high	lihte: adverb (perhaps/easily) throughout; ADV dominant over ADJ/GRA
lemma_5090	*	ADV	high	sament: adverb (together/all together) throughout
lemma_6913	*	ADV	high	verre: adverb (far/afar) throughout; ADV dominant over ADJ/NOM
lemma_7409	*	CNJ	high	warumbe: interrogative conjunction (wherefore/why) throughout
lemma_16190	*	CNJ	high	nur: conjunction (only/but) throughout
lemma_2164	*	NOM	high	gerihte: noun (judgment/law/court) throughout; ADV not attested
lemma_7782	*	NOM	high	zeichen: noun (sign/token/mark) throughout; ADV not attested
lemma_5180	*	NOM	high	schar: noun (host/troop/band) throughout; ADV not attested
lemma_4201	*	NOM	high	morgen: noun (morning) throughout; ADV (tomorrow) not dominant
lemma_2246	*	NOM	high	gestalt: noun (shape/form/figure) throughout; ADJ not attested
lemma_4366	*	NEG	high	nieman: negative pronoun (nobody/no one) throughout
lemma_7643	vnserem	POS	high	wir: possessive form 'vnserem' (our, dat sg m/n) — missed in batch01
