xml_id	resolved_lemma	confidence	note
WZB_49va_35_3	lemma_7537	high	weise ADJ = wise (person): "weise und vernünftige" (Deut 1:13)
WZB_59vb_2_2	lemma_7538	high	weise NOM = manner: "gleicher Weise" (in the same manner)
WZB_60ra_21_0	lemma_7538	high	weise NOM = manner: "gleicher Weise die Zauberer"
WZB_60vb_26_2	lemma_7538	high	weise NOM = manner: "gleicher Weise die Zauberer"
WZB_73ra_23_3	lemma_7537	high	weise ADJ = wise (person): "weise Mann für alles Volk"
WZB_76ra_10_1	lemma_7538	high	weise NOM = manner: "gleicher Weise soll er"
WZB_77rb_12_2	lemma_7538	high	weise NOM = manner: "gleicher Weise also tun"
WZB_80va_3_0	lemma_7538	high	weise NOM = manner: "gleicher Weise drei Köpfe"
WZB_82rb_6_4	lemma_7538	high	weise NOM = manner: "zu gleicher Weise als ein"
WZB_82va_10_5	lemma_7538	high	weise NOM = manner: "Gleicher Weise an der"
WZB_92va_33_2	lemma_7538	medium	weise NOM = manner: "euch ist weise der kume" (Art/Weise des Kommens)
WZB_93vb_28_0	lemma_7538	high	weise NOM = manner: "gleicher Weise machte er"
WZB_95vb_31_3	lemma_7538	high	weise NOM = manner: "Gleicher Weise an dem"
WZB_106rb_4_1	lemma_7538	high	weise NOM = manner: "gleicher Weise auch des"
WZB_111ra_29_6	lemma_7538	high	weise NOM = manner/kind: "eine Weise/Art Schrunze"
WZB_111rb_14_3	lemma_7538	high	weise NOM = manner/kind: "gewinnet eine Weise oder eine"
WZB_111rb_18_1	lemma_7538	high	weise NOM = manner: "in eine Weise und ihr"
WZB_134ra_32_0	lemma_7538	high	weise NOM = manner: "zu keinerlei Weise sollen an"
WZB_175ra_11_6	lemma_7537	high	weise ADJ = wise (person): "aus euch weise Mann" (Deut 1:13)
WZB_175ra_19_3	lemma_7537	high	weise ADJ = wise (person): "eurem Geschlecht weise Mann" (Deut 1:15)
WZB_186rb_10_3	lemma_7538	high	weise NOM = manner: "gleicher Weise bat ich"
WZB_191vb_29_4	lemma_7537	high	weise ADJ = wise: "und der Weisen und die" (gen. pl.)
WZB_224va_12_3	lemma_7537	high	weise ADJ = wise: "setzet weise kühne Männer"
