form	resolved_lemma	confidence	note
gleichnusse	lemma_21255	high	gelichnisse NOM likeness/image — "nach vnserem gleichnusse" = in our image
heusern	lemma_2933	high	hus NOM house — "in irn heusern" = in their houses (dat. pl.)
snvr	lemma_5599	high	snuor NOM daughter-in-law — "zu seiner snvr" = to his daughter-in-law
besiczest	lemma_582	high	besitzen VRB possess — "das du besiczest" = that you possess
czouberer	lemma_7903	high	zouberaere NOM sorcerer — "der czouberer ruten" = the sorcerers' rods
vbirdecke	lemma_46787	high	uberdecke NOM covering — "lenge einer vbirdecke" = length of a cover
huf	lemma_2949	high	huf NOM thigh/hip — "vnder meine huf" = under my thigh
gericht	lemma_4913	high	rihten VRB erected/set up — "ouf gericht" consistently VRB past participle
brochen	lemma_843	high	brechen VRB broken — "zu brochen wurden" = were broken
wustnunge	lemma_59071	high	wuestenunge NOM wilderness — variant of wustenunge (batch14)
czehende	lemma_7780	high	zehende NUM tenth — "das czehende teil" = the tenth part
ochsens	lemma_4480	high	ohse NOM ox — "nicht seines ochsens" = not of his ox (gen.)
stengil	lemma_15183	high	stengel NOM branch/stem — "Sechs stengil sullen" = six branches shall
Gepeut	lemma_1971	high	gebieten VRB command — "Gepeut das sie" = command them (cap. IMP)
vngemeiligte	lemma_18886	high	heiligen VRB sanctify — negated participle "unconsecrated" (un+gemeiligt)
nirlein	lemma_26768	high	niere NOM kidney — "di czwei nirlein" = the two kidneys (dim. pl.)
opfertiren	lemma_6080	high	tier NOM animal — plural of opfertir compound (cf. opfertires batch18)
gerete	lemma_2149	high	geraete NOM equipment/utensils — "vnd sein gerete" = and his equipment
besasen	lemma_582	high	besitzen VRB possess — "den das besasen" = who possessed that (past 3pl.)
arme	lemma_286	high	arm NOM arm (body part) — "bant seiner arme" = bound his arms
eldisten	lemma_155	high	alt ADJ oldest — "dem eldisten knechte" = to the oldest servant (superl.)
