form	resolved_lemma	confidence	note
be	lemma_2	high	split prefix token (be-suchen, be-hüten etc.) split at folio/chapter breaks
te	lemma_2	high	split ordinal suffix (-te) or split syllable of chapter heading
nen	lemma_2	high	split token: end of inflected article/adjective (einen, weisen etc.)
ner	lemma_2	high	split token: end of inflected genitive (deiner, einer etc.)
dei	lemma_2	high	split token: start of genitive "deiner" split at folio break
czalte	lemma_7793	high	czalte VRB = zeln (to count): Bohemian cz=z; "er zählte" past tense
scoten	lemma_78668	high	scoten NOM = plural of scot (shekels); same lemma as scot
ŏrl	lemma_2	high	abbreviation/noise token (Bohemian ŏ- prefix form)
XUII	lemma_13826	high	Roman numeral XVII; same treatment as other Roman numeral chapter markers
XUI	lemma_13826	high	Roman numeral XVI
sowerteig	lemma_2	high	Sauerteig (leavened dough) — Levitical term not in MHDBDB lexicon
silbereines	lemma_2	high	silberein (pure silver) genitive — not in MHDBDB lexicon
wanczen	lemma_2	high	wanzen/wanken — not in MHDBDB lexicon
vorvluchten	lemma_2	high	vervluchen (to curse) — variant not in MHDBDB lexicon
vorsaczes	lemma_2	high	vorsatz (intention) — not in MHDBDB lexicon
vorgebunge	lemma_2	high	Vergebung (forgiveness) — not in MHDBDB lexicon
vlossen	lemma_2	high	flossen (fins, Levitical) — not in MHDBDB lexicon
vbirdecken	lemma_2	high	verdecken (to cover) — not in MHDBDB lexicon
richticlichen	lemma_2	high	richtiglich (rightly) — not in MHDBDB lexicon
poslich	lemma_2	high	böslich (evilly) — not in MHDBDB lexicon
pilgereimet	lemma_2	high	pilgerîmen (pilgrim rhyme) — not in MHDBDB lexicon
nordnischen	lemma_2	high	nördlich (northern) — directional adj not in MHDBDB lexicon
mageschefte	lemma_2	high	Mageschoft (kinship) — not in MHDBDB lexicon
levitici	lemma_2	high	Levitici — Latin book title
iacincteinen	lemma_2	high	hyacinthfarben (hyacinth-colored) — not in MHDBDB lexicon
henge	lemma_2	high	Hänge (hangings) — Levitical term not in MHDBDB lexicon
gewurmeltem	lemma_2	high	gewürmt (wormy/maggoty) — not in MHDBDB lexicon
gepowet	lemma_2	high	gebaut (built) — Bohemian variant not in MHDBDB lexicon
gepitunge	lemma_2	high	Gebietung (command) — not in MHDBDB lexicon
gemowerten	lemma_2	high	gemauerten (walled) — not in MHDBDB lexicon
gegossens	lemma_2	high	gegossen (poured) genitive — not in MHDBDB lexicon
