form	resolved_lemma	confidence	note
Hute	lemma_2942	high	hueten VRB guard/beware — "Hute dich" IMP beware yourself (cap.)
hute	lemma_2963	high	huote NOM guard/care — "in der hute" "hute der schaf" consistently NOM
furten	lemma_7283	high	vueren VRB led/carried — "furten hin ein" = led in
armen	lemma_285	high	arm ADJ poor — "meinem armen" = to my poor one
eren	lemma_1282	high	ere NOM honor — "deiner eren" "gestalt der eren" consistently NOM
bovme	lemma_820	high	boum NOM tree — "bovme" pl. of boum = trees
ereine	lemma_1285	high	erin ADJ bronze/copper — "ereine vnd eisereine" = bronze and iron
ereinen	lemma_1285	high	erin ADJ bronze/copper — "ereinen blechen" = bronze plates
eslinne	lemma_27421	high	eselin NOM female donkey — "eslinne vnd camelen"
wonungen	lemma_7697	high	wonunge NOM dwelling — "allen ewern wonungen" = all your dwellings
geweihet	lemma_7525	high	wihen VRB consecrate — "werde geweihet" = shall be consecrated
opfernde	lemma_4489	high	opfern VRB to sacrifice — "opfernde" present participle
meiligt	lemma_18886	high	heiligen VRB sanctify — "wer den meiligt" (same as gemeiligt batch14)
ganczenczuntes	lemma_1511	high	enzunden VRB whole burnt offering — genitive form (same compound batch15)
svndet	lemma_5867	high	sunde NOM/VRB sin — "die do svndet vnwissende" = who sin unknowingly
opfertires	lemma_6080	high	tier NOM animal — "opfertires" genitive of opfertir compound (cf. batch15)
hort	lemma_2908	high	hort NOM treasure — "selden hort" = treasure of bliss
han	lemma_2598	high	haben VRB to have — "wir vns han geseczet" = we have set ourselves
flute	lemma_7152	high	vluot NOM flood — "wasser der flute" = water of the flood
reinen	lemma_4848	high	reine ADJ clean/pure — "reinen tyren" "reinen stat" consistently ADJ
vortilgte	lemma_6992	high	vertilgen VRB destroy/exterminate — Bohemian vor-=ver- past 3sg
Uorwar	lemma_8989	high	vurwar ADV truly/verily — "Uorwar alhie" = truly here (Bohemian U=V cap.)
vorterbe	lemma_6835	high	verderben VRB destroy — "vorterbe ir nicht" = destroy them not
geachtet	lemma_99	high	ahten VRB regard/consider — "sie mir geachtet" = regarded by me
Czihet	lemma_7861	high	ziehen VRB pull/lead — "Czihet vor mir" IMP lead before me (cap.)
gehabt	lemma_2598	high	haben VRB to have — "er hat gehabt" = he has had
wage	lemma_7334	high	wage NOM scale/balance — "an die wage das gelt" = on the balance
vorkart	lemma_6870	high	verkeren VRB turn/convert — "vorkart in ein" = turned into
czeucht	lemma_7861	high	ziehen VRB pull/draw — "als man czeucht zu dem"
losen	lemma_3837	high	losen VRB release/redeem — "zu losen" "mag das losen" consistently VRB
