form	resolved_lemma	confidence	note
teile	lemma_6041	high	NOM teil (part/portion); all contexts are "das funfte teile", "dem andern teile" — nominal; lemma_6042=teilen (VRB to divide) would appear as verb
lon	lemma_3815	high	NOM lôn (reward/wages); all contexts are "dein lon ist gros", "das lon czwischen mir" — nominal; lemma_3567=lâʒen and lemma_3817=lônen (VRB) are different
alden	lemma_155	high	ADJ alt (old, dative); all contexts are "den alden alles volk", "seinen alden tagen" — adjectival; lemma_21980=Alda (NAM), lemma_68768/7961/7962 are false positives
buch	lemma_936	high	NOM buoch (book); all contexts are "das buch daz do heisset", "Ein buch das heisset" — nominal; lemma_21151=bachen (VRB to bake), lemma_912=bûch (belly) are different; lemma_14784=buch is non-canonical variant
male	lemma_3907	high	NOM mâl (time/occasion); all contexts are "zu einem male" (at one time), "dem andern male" — temporal nominal; lemma_3908=mâlen (VRB), lemma_3955=maln are different; lemma_48083=mâl and lemma_3939=mal are non-canonical
hert	lemma_13697	high	NOM hert (flock/herd); all contexts are "seiner hert", "hirten der hert", "zu der hert" — livestock nominal; lemma_10833=hern, lemma_2787=herte (ADJ hard) are different words
siten	lemma_5435	high	NOM sîte (manner/custom); all contexts are "noch dem siten", "nach wibe siten" — nominal manner; lemma_5505=site is non-canonical variant
rede	lemma_4826	high	NOM rede (speech/word); all contexts are "die vor rede", "meine rede", "die rede vnsers herren" — nominal; lemma_4830=reden (VRB) would appear differently inflected
house	lemma_2933	high	NOM hûs (house); unmatched Bohemian spelling; all contexts are "von dem house deines vaters" — nominal dative
svnen	lemma_5883	high	NOM sun (sons, dative plural); unmatched Bohemian spelling; all contexts are "seinen svnen", "den eilf svnen" — dative plural
svnes	lemma_5883	high	NOM sun (son, genitive singular); unmatched Bohemian spelling; all contexts are "seines svnes namen", "hausvrow seines svnes" — genitive
geczeldis	lemma_2361	high	NOM gezelt (tent, genitive); unmatched; all contexts are "gleichnusse des geczeldis" — genitive of tent/tabernacle; lemma_7793=zeln is different
geczelde	lemma_2361	high	NOM gezelt (tent, dative); unmatched; all contexts are "an dem geczelde vnd" — dative of tent/tabernacle; lemma_7793=zeln is different
housvrowen	lemma_2938	high	NOM hûsvrouwe (housewife/mistress, genitive or dative); unmatched Bohemian spelling; all contexts are "seiner housvrowen vnd seiner" — genitive
housvrowe	lemma_2938	high	NOM hûsvrouwe (housewife/mistress); unmatched Bohemian spelling; all contexts are "nam sein housvrowe" — nominative
housvrow	lemma_2938	high	NOM hûsvrouwe (housewife/mistress); unmatched Bohemian spelling; all contexts are "ouf dein housvrow" — nominative
dorumbe	lemma_30703	high	ADV darumbe (therefore/for that reason); unmatched; all contexts are "gebe in dorumbe czu lone" — causal adverb
besiczunge	lemma_44139	high	NOM besitzunge (possession/holding); unmatched Bohemian spelling; all contexts are "einer ewigen besiczunge" — nominal
besiczen	lemma_582	high	VRB besitzen (to possess/inherit); unmatched Bohemian spelling; all contexts are "samen wirt besiczen die pforten" — infinitive of to possess
archen	lemma_282	high	NOM arche (ark, oblique); unmatched; all contexts are "der archen", "in die archen" — the ark of Noah/tabernacle
seulen	lemma_5855	high	NOM sûl (column/pillar, plural or oblique); unmatched Bohemian spelling; all contexts are "seulen vnd", "vier seulen von sethimischen" — architectural term
geperte	lemma_1964	high	VRB gebern (bore/gave birth, past 3sg); unmatched; all contexts are "Dornach geperte vnd geperte" — Gen 5 genealogy formula (she bore and bore)
geslechten	lemma_2233	high	NOM gesleht (lineage/lineage, dative plural or genitive); unmatched; all contexts are "in iren geslechten" — genealogical term
geheissen	lemma_18885	high	VRB heiʒen (to be called, past participle); unmatched; all contexts are "wirt geheissen ein mennynne", "wart geheissen ir name" — passive naming construction
ouff	lemma_6330	high	ADV/PRP ûf (up/onto); unmatched Bohemian spelling; all contexts are "hebe ouff dein rute", "vnd stund ouff" — directional adverb
guldeine	lemma_2567	high	ADJ guldîn (golden); unmatched Bohemian spelling; all contexts are "vas vnd guldeine vnd gewant" — adjectival (golden vessels)
geczeuknusse	lemma_2367	high	NOM geziuge (testimony/witness vessel); unmatched; all contexts are "lege das geczeuknusse", referring to the Ark of the Testimony (biblical)
geczeuknusses	lemma_2367	high	NOM geziuge (testimony, genitive); unmatched; all contexts are "archen des geczeuknusses alles das" — genitive of testimony
semil	lemma_5393	high	NOM semele (fine flour/semolina); unmatched; all contexts are "was sam semil mit honige" (Num 11:8 manna description), "semil besprengt mit ol"
czigen	lemma_26851	high	NOM zige (she-goat); unmatched Bohemian spelling (cz=z); all contexts are "drei ierige czigen" (Gen 15:9 covenant sacrifice), "die czigen vnd die"
ŏl	lemma_4455	high	NOM öl (oil); unmatched with special character; all contexts are "gos ŏl dor ouf" (poured oil thereon), "semil mit ol" — sacred oil
