form	resolved_lemma	confidence	note
heren	lemma_2684	high	herre NOM lord — "vnserm heren", "des heren", "scharen vnd heren", all NOM lord (not hern VRB lemma_10833)
rasten	lemma_4811	high	rasten VRB to rest — "wolde doran rasten", "wirstu nicht rasten", all VRB
geneme	lemma_2115	high	genæme ADJ pleasant/acceptable — "das geneme das du", "geneme vas", all ADJ
bitest	lemma_722	high	biten VRB to ask/pray — "das du bitest vor sie", "vor vns bitest vnsern herren", all VRB
michels	lemma_4118	high	michel ADJ much/great — "michels mere wirdestu", "michels mer wert", ADJ/ADV "much more"
gebet	lemma_1961	high	geben VRB give! — "nvr alleine gebet mir", "ir williclichen gebet vnserm herren", all VRB 2pl imperative
schal	lemma_5158	high	schal NOM sound — "der schal der busovnen" ×4, all NOM sound of trumpets
horn	lemma_2904	high	horn NOM horn — "ouf die horn des alters", "das horn stŏsset", all NOM (not NAM Horn)
burden	lemma_924	high	bürde NOM burden — "vnder der burden", "mit der burden", all NOM burden
leg	lemma_3674	high	legen VRB to lay/place — "vnd leg das ouf", "vnd leg sein hant", all VRB imperative
mist	lemma_4170	high	mist NOM dung — "den mist vorbru ousserhalb", "den mist den flammen", all NOM dung (tabernacle/Leviticus)
mute	lemma_11643	high	mûte NOM spirit/mood/will — "seines selbes mute opfer", "von ganczem mute", all NOM
bet	lemma_615	high	bët NOM prayer — "rigel ein bet tafel vnd", "die bet tafel an", all in compound bet-tafel (prayer table)
roste	lemma_4953	high	rôst NOM grate/roast — "mit seinem roste", "ouf dem roste", altar grate in Leviticus context
legende	lemma_3674	high	legen VRB laying — "legende dor ouf", "enczuntes opfer legende dorczu", all VRB present participle
neiget	lemma_4326	high	neigen VRB to incline/bow — "weip sich neiget von irem", "neiget ewer hercze", all VRB
turen	lemma_6272	high	tür NOM door — "vor den turen vnd windeln", "an die turen deines houses", all NOM plural doors
hirsen	lemma_2854	high	hirz NOM stag/deer — "czige den hirsen den steinbock" (with goat and ibex = animals), "des hirsen Das alleine"
Di	lemma_1139	high	die ART the — "Di DUS vingerlein", "Di schemde", all ART (not der ART lemma_1119)
Fure	lemma_7283	high	vüeren VRB lead/carry! — "houses sprechende Fure die man", "Fure sie beide", all VRB imperative
wagen	lemma_9621	high	wagen NOM wagon/chariot — "ouf seinen wagen vnd czoch", all NOM chariot
gangen	lemma_1844	high	gân VRB gone (past participle) — "die aus gangen waren von", past part of gân (not NAM Ganges lemma_1908)
dO	lemma_1180	high	dô ADV then/there — "I I dO CAPITULUM das", same as DO, all ADV
ward	lemma_7489	high	werden VRB became — "vnd ward kranc vnd", VRB past 3sg "became"
wird	lemma_7489	high	werden VRB will/become — "vnd ich wird mit dir", VRB pres/fut
salcz	lemma_5081	high	salz NOM salt — "in ein salcz seule stund" = into a salt pillar, NOM salt (not salzen VRB)
brvn	lemma_885	high	brûn ADJ brown — "den brvn brvn des" = brown/brune (color), ADJ (not NAM Bruno)
gap	lemma_1961	high	geben VRB gave — "housvrowen der gap der vater" = the father gave, past 3sg (not gâbe NOM)
Werlich	lemma_7356	high	wærlich ADJ/ADV truly/verily — "sprach er Werlich vnser herre" = "he said: truly our lord"
fluch	lemma_7149	high	vluoch NOM curse — "mich den fluch fur den", all NOM curse (not vliehen NOM to flee)
sorge	lemma_5613	high	sorge NOM worry/care — "die sorge meines suchens", "betrogen die sorge", all NOM
kante	lemma_3284	high	kennen VRB knew — "er SIS kante die gabe" = he recognized the gift, past 3sg (not NAM Kante)
geverte	lemma_2304	high	geverte NOM companion — "sein ein geverte deines wegis" = be a companion of your way
trank	lemma_6175	high	tranc NOM/VRB drank — "noch wasser trank her nicht", past 3sg trinken (drank)
Bitet	lemma_722	high	biten VRB ask/pray — "Bitet den herren" = pray to the lord, VRB imperative
schu	lemma_5340	high	schuoch NOM shoe — "gurten vnd schu sult ir" = girdles and shoes shall you..., NOM (not schû INJ)
gesicht	lemma_2224	high	gesiht NOM sight/face — "der an gesicht des almechtigen", NOM sight/face
want	lemma_7397	high	want NOM wall — "blute die want des alters" = blood the wall of the altar, NOM
bruste	lemma_909	high	brust NOM breast — "ouf die bruste Und do", NOM breast
leiden	lemma_3684	high	leiden VRB to suffer — "betwungen zu leiden", "einen leiden" VRB (not lît ADJ)
mans	lemma_8552	high	mans PRO one's — "so vorkoufe mans einem andern" = then sell it to another, PRO
seil	lemma_5376	high	seil NOM rope/cord — "gehŏret die seil des geczeldis" = the cords of the tent, NOM
val	lemma_6733	high	val NOM fall/pitfall — "sint ein val sunder ir", NOM pitfall/snare
totes	lemma_6118	high	tôt ADJ dead — "derlei ein totes trage der" = no such dead [thing], ADJ genitive
rate	lemma_4786	high	rât NOM counsel — "allem seinem rate" = with all his counsel, NOM
ser	lemma_5351	high	sêre ADV greatly — "LEUITICUS ser wirt vnrein" = greatly becomes unclean, ADV
scheiden	lemma_5196	high	scheiden NOM/VRB separation — "in ab scheiden Ist aber" = in separating, VRB
eres	lemma_14538	high	êres PRO/NOM honor genitive — "werkis vnd eres waren In" = of the work and of honor
