form	resolved_lemma	confidence	note
sie	lemma_5454	high	personal pronoun she/they (PRO); lemma_5432=sîn (VRB) has no conjugated form sie; lemma_56116 is non-canonical duplicate
Sie	lemma_5454	high	capitalized sie at sentence start
her	lemma_1517	high	dialectal variant of er (he) in Bohemian MHG orthography; all contexts show pronoun; lemma_2684=herre, lemma_2761=her (army) are different words
Her	lemma_1517	high	capitalized her (=er pronoun) at sentence start
ein	lemma_1331	high	indefinite article/numeral ein; lemma_119=aleine, lemma_13=âne, lemma_2975=ân are completely different words
Ein	lemma_1331	high	capitalized ein at sentence start
einen	lemma_1331	high	accusative masculine of ein (ART/NUM); lemma_31353=einen (VRB to-unite) would never appear in these contexts
Einen	lemma_1331	high	capitalized einen at sentence start
sich	lemma_5445	high	reflexive pronoun sich; lemma_42100=sic (ADV), lemma_5366=sehen (VRB), lemma_5455=siech (ADJ) are all different words
Sich	lemma_5445	high	capitalized sich at sentence start
es	lemma_1762	high	neuter personal pronoun ez/es; lemma_38737=ûs (ADV=out) is a completely different word
Es	lemma_1762	high	capitalized es at sentence start (It was/Let there be)
sint	lemma_5432	high	3pl present of sîn (they are); all contexts show verb use; lemma_5434=sît (since), lemma_5496=sint (ADV) are minor candidates
Sint	lemma_5432	high	capitalized sint at sentence start
wil	lemma_7473	high	1sg present of wellen (I will/want); lemma_7529=wîle (while), lemma_7620=wille (NOM will) are different forms
Wil	lemma_7473	high	capitalized wil at sentence start
gegen	lemma_2007	high	preposition against/toward (ADV/PRP); lemma_11822=gegene (NOM=region) is a different word
Gegen	lemma_2007	high	capitalized gegen at sentence start
vber	lemma_6359	high	preposition über (over/above/about); lemma_6698=uover (NOM=riverbank) is a completely different word
