form	resolved_lemma	confidence	note
gepot	lemma_1978	high	gebot NOM commandment — "meyn gepot", "gepot allem volke", all NOM contexts
gepote	lemma_1978	high	gebot NOM dative/plural — "noch dem gepote vnsers herren" uniform across all 9 rows
stvnden	lemma_5710	high	stân VRB past 3pl stood — "vor im stvnden", "vliessenden wasser stvnden an", all VRB
warn	lemma_7505	high	wesen VRB past 3pl were — "warn czwelfe", "warn geczogen", "die do warn mit im"
ioch	lemma_18264	high	joch NOM yoke — "Dein ioch", "ein eiserein ioch ouf deinen", all NOM (not CNJ joch lemma_3133)
kinden	lemma_3313	high	kint NOM children — "Allen gotes kinden", "zu seinen kinden", all NOM (lemma_3538 is kunnen VRB)
strase	lemma_5798	high	strâze NOM road/path — "die offenbare strase", "des himels strase", all NOM (unmatched form)
sal	lemma_5608	high	soln VEM shall/should — "bozes sal tu nicht", "was lons sal ich dir", modal VEM throughout
gange	lemma_1899	high	ganc NOM going/entrance — "dem ein gange", "dem ous gange des iares", all NOM entrance/exit
schos	lemma_15061	high	schoz NOM lap/bosom — "in deine schos", "ous der schos des vaters", all NOM (Bohemian schos=schoz)
trit	lemma_6211	high	trit NOM step/footstep — "lagen irem trit", "tritt der trit ewers fuses", mostly NOM
besten	lemma_597	high	bezzist ADJ superlative best — "der besten fruchte", "An der besten stat", all superlative ADJ
pilgereim	lemma_706	high	bilgerîm NOM pilgrim — "ein pilgereim bin ich", "kein pilgereim wolle czihen", all NOM (unmatched)
DO	lemma_1180	high	dô ADV then/there — "CAPITULUM XU DO dicz", "bettes houbet DO das also", all ADV dô
pilgereimen	lemma_706	high	bilgerîm NOM pilgrim dative plural — "zu pilgereimen in dein", "den pilgereimen czu essen"
pilgereime	lemma_706	high	bilgerîm NOM pilgrim — "sam einen pilgereime vnd lebt", "dem pilgereime saltu nicht"
holczes	lemma_2895	high	holz NOM wood — "des holczes des paradises", "hovfen des holczes", genitive (unmatched)
bovmen	lemma_820	high	boum NOM tree — "von allen bovmen", "ouf den bovmen", DAT plural (unmatched)
geschepfet	lemma_5212	high	schepfen VRB created — "als sie geschepfet sint", "den ich geschepfet habe", all VRB past part (unmatched)
hiesse	lemma_18885	high	heiʒen VRB called/commanded — "er sie hiesse", "meit die hiesse", "Die groste hiesse", all VRB past (unmatched)
