form	resolved_lemma	confidence	note
geczeugnusse	lemma_2367	high	geziuge NOM testimony/witness — "in ein geczeugnusse" = as testimony
friede	lemma_7233	high	vride NOM peace — "mit friede habe wir" = in peace
reichte	lemma_4842	high	reichen VRB handed/reached — "im die reichte" = handed him
rote	lemma_4954	high	rot ADJ red — "das rote tuchil" = the red cloth
sweren	lemma_5924	high	swaere ADJ heavy — "ous einem sweren slafe" = from a heavy sleep
vorgiengen	lemma_6851	high	vergan VRB passed — Bohemian vor-=ver- "vorgiengen vierczig tage" = forty days passed
nymet	lemma_4330	high	nemen VRB takes — "einen andern nymet" = takes another (3sg pres.)
vorporgen	lemma_6814	high	verbergen VRB hidden — Bohemian vor-=ver- "diep vorporgen" = thief hidden
steineine	lemma_5746	high	steinîn ADJ of stone — "steineine tafeln" = stone tablets
ringel	lemma_4917	high	rinc NOM ring — "ringel vnd lilgen" = rings and lilies
winkeln	lemma_7635	high	winkel NOM corner — "irn czwein winkeln" = their two corners
vndergank	lemma_33210	high	underganc NOM setting/sunset — "der svnnen vndergank" = the sun's setting
ouserhalb	lemma_6346	high	uzerhalp PRP/ADV outside — "den tisch ouserhalb des furhangs"
gebleichter	lemma_744	high	bleichen VRB bleached — "czwir gebleichter pfelle" = twice-bleached silk
stvnd	lemma_5710	high	stan VRB stood up — "stvnd ouf" = stood up (variant of stund batch17)
neczil	lemma_4339	high	netze NOM net/membrane — "neczil der lebern" = membrane of the liver
weirouches	lemma_31613	high	rouch NOM incense/aroma — "thimiamischen weirouches" = frankincense
giesse	lemma_2392	high	giezen VRB pour — "blut giesse her bei" = pour blood beside
vorlasen	lemma_6881	high	verlâzen VRB abandoned/left — Bohemian vor-=ver- "vorlasen wirt"
kvnigs	lemma_3507	high	kunic NOM king — "kvnigs vogil" = royal/king's birds (gen.)
erczurnet	lemma_1718	high	erzurnen VRB enraged — "wart erczurnet sterclich" = became greatly enraged
dreihundert	lemma_1220	high	drihundert NUM three hundred — "dreihundert iare" = three hundred years
czigel	lemma_11848	high	ziegel NOM brick — "mache wir czigel" = let us make bricks
stosen	lemma_5783	high	stozen VRB push/force — "tur ouf stosen wolden" = wanted to force open door
geheisse	lemma_2024	high	geheiz NOM command — "seines vaters geheisse" = his father's command
eckern	lemma_51	high	acker NOM field — "ouf irn eckern" = on their fields (dat. pl.)
reisse	lemma_4893	high	rizen VRB tore/ripped — "zu reisse sein gewant" = tore his garment
weintrouben	lemma_26945	high	wintruebe NOM grape — "die weintrouben czeitigen" = the grapes ripen
trouben	lemma_15282	high	truebe NOM grape — "die trouben vnd druckte" = the grapes and pressed
besiczet	lemma_582	high	besitzen VRB possess — "erden besiczet" = possesses the earth (same as besiczest)
streitende	lemma_5818	high	striten VRB battling — "bruder streitende" = his battling brother (participle)
sterke	lemma_5754	high	sterke NOM strength — "ist in sterke sein bogen" = is in strength his bow
bedecke	lemma_433	high	bedecken VRB cover — "holcze vnd bedecke sie mit" = and cover them with wood
dorvber	lemma_1091	high	daruber ADV thereover — "dorvber hat er" = thereover/about that
meil	lemma_4046	high	meil NOM spot/blemish — "an alles meil" = without any blemish
brenget	lemma_868	high	bringen VRB bring — "ir vnd brenget das getreide" = bring the grain
gewapent	lemma_7328	high	wafenen VRB armed — "gewapent czogen" = armed marched (past participle)
geusse	lemma_2392	high	giezen VRB pour — "geusse das ouf" = pour that upon
lose	lemma_3818	high	los ADJ/NOM free/release — "svnen die lose mit lone" = to his sons the release
czwisschen	lemma_13093	high	zwischenn PRP between — "geczelt czwisschen" = tent between (Bohemian)
