form	resolved_lemma	confidence	note
iagte	lemma_3102	high	jagen VRB to hunt/chase — past tense 3sg, "sie vnd iagte sie bis" = they and chased them until, all VRB past (Genesis/Numbers pursuit context)
besneiden	lemma_586	high	besnîden VRB to circumcise — "ei" for "î" Bavarian, "knechtel vnd besneiden sult ir" = boys and circumcise shall you, all VRB (Genesis 17 covenant of circumcision)
meles	lemma_4067	high	mël NOM flour — genitive form, "maz semel meles vnd mache" = measure fine flour of flour and make, all NOM genitive (Leviticus offering measurements)
enczvnten	lemma_1511	high	enzünden VRB to kindle/light — "cz" for "z", past participle of enzünden, "einem gancz enczvnten opfer ouf" = a wholly burnt offering up, all VRB past part. (Leviticus whole burnt offering)
hienk	lemma_2588	high	hâhen VRB to hang — past tense 3sg "hienc" variant, "horte do hienk her an" = heard then hung he on, all VRB past (Genesis 40 baker hanged)
czwiualdigen	lemma_7952	high	zwivalt ADJ twofold/double — "cz" for "z", adjective dative form, "in der czwiualdigen gruft die" = in the twofold/double grave the, all ADJ (Genesis 23 Machpelah cave of Machpelah = cave in the double field)
gekochte	lemma_3391	high	kochen VRB to cook — past participle, "dem roten gekochte wenne ich" = the red cooked [pottage] when I, all VRB past part. ADJ (Genesis 25 red lentil stew)
erstgeborne	lemma_34610	high	erstgeborn ADJ firstborn — nom./acc. form, "svn der erstgeborne Und erschrak" = son the firstborn And [he] was startled, all ADJ (Genesis 27 Esau firstborn blessing)
gesegenst	lemma_5364	high	segenen VRB to bless — 2sg present/subjunctive, "das du gesegenst Und do" = that you bless And there, all VRB 2sg (Genesis blessing narratives)
gelobist	lemma_3830	medium	loben VRB to vow/promise — ge+loben = geloben (to vow; ge- perfective), 2sg perfect, "du mir gelobist Do sprach" = you vowed to me Then spoke, all VRB 2sg perf. (Genesis oath context; variants.xml maps geloben → loben lemma)
seideinen	lemma_5429	high	sîdîn ADJ silken — "ei" for "î" + Bavarian ending, "einem sneweissen seideinen gewande" = in a snow-white silken garment, all ADJ (Genesis Joseph's coat, Egyptian garments)
haldende	lemma_2629	high	halten VRB to hold/keep — present participle, "die gabe haldende sie in" = the gift holding they in, all VRB pres.part. (Numbers offering context)
suchest	lemma_5903	high	suochen VRB to seek — 2sg present, "das du suchest der sterbe" = that you seek the death, all VRB 2sg (Deuteronomy context)
gepeutet	lemma_1971	high	gebieten VRB to command — past participle ge+bieten, "die czigel gepeutet man ł" = the bricks commanded/imposed one, all VRB past part. (Exodus brick quota)
vorwandilt	lemma_7012	high	verwandeln VRB to transform — past participle, "die wurden vorwandilt in trachin" = who were transformed into dragons, all VRB past part. (Exodus rod-to-serpent miracle)
croten	lemma_3485	high	krote NOM frog/toad — "cr" for "kr" variant, plural, "fur ous croten ouf die" = jumped out frogs upon the, all NOM plural (Exodus plague of frogs)
behaldende	lemma_453	high	behalten VRB to hold/contain — present participle be+halten, "doum elen behaldende vnd drei" = cubit ells containing and three, all VRB pres.part. (Exodus tabernacle dimension measurements)
funfczehenden	lemma_7291	high	vünfzehende NUM fifteenth — "cz" for "z", ordinal, "an dem funfczehenden tage des" = on the fifteenth day of the, all NUM ordinal (Exodus/Leviticus feast calendar)
virczehenden	lemma_7072	high	vierzehende NUM fourteenth — "cz" for "z", ordinal, "in dem virczehenden iare quam" = in the fourteenth year came, all NUM ordinal (Genesis 14 war of kings)
fleckecht	lemma_68428	high	vlëckëht ADJ spotted/speckled — "ei" for "ë" Bavarian, "rot vnd fleckecht vnd mancherlei" = red and spotted and multicolored, all ADJ (Genesis 30 Jacob's speckled flocks)
knechtlein	lemma_3377	high	kneht NOM servant/boy — diminutive "-lein" form of kneht (same word as knechtils/knechtels/knechtel batch35), "sich alle knechtlein das sie" = themselves all servant-boys that they, all NOM (Exodus male children census)
housrat	lemma_9890	high	hûsrât NOM household goods — "ou" for "û", "alle meinen housrat Was hastu" = all my household goods What have you, all NOM (Genesis Laban/Jacob household goods dispute)
weiden	lemma_7449	medium	weide NOM pasture/grazing — verb use of weide lemma (to graze/pasture); closest available lemma, "Deine bruder weiden die schaf" = Your brothers pasture the sheep, all VRB (Genesis 37 brothers grazing flocks)
vortilge	lemma_6992	high	vertilgen VRB to destroy/exterminate — 1sg/subjunctive, "sprach Ich vortilge ir nicht" = spoke I will not destroy them, all VRB 1sg (Genesis 18 Abraham intercession for Sodom)
vortragen	lemma_19874	high	vortragen VRB to spare/carry forward — "wiltu nicht vortragen der stat" = will you not spare the city, all VRB (Genesis 18 God sparing Sodom)
vordrist	lemma_7197	high	vorder ADJ/ADV foremost/first — superlative form "vordrist" = vorderst (foremost), GRA covers superlative forms, "kinder zu vordrist vorwar vnd" = children first of all truly and, all ADV superlative (Genesis 33 Jacob meeting Esau)
