form	resolved_lemma	confidence	note
alraunen	lemma_31502	high	alrûne NOM mandrake — "au" for "û" spelling, "vnd vant alraunen die brachte" = and found mandrakes that brought, all NOM (Genesis 30 mandrake story; Reuben finds mandrakes for Leah)
oniknien	lemma_4446	high	ônix NOM onyx — dative plural form "-nien", "ruches vnd oniknien steine zu" = rocks and onyx stones to, all NOM plural dative (tabernacle materials context)
thimiamischen	lemma_11856	high	thymian NOM thyme-incense — adjective form of thymian, "alter des thimiamischen puluers" = altar of the incense powder, "thimiamischen puluer" = incense powder, all ADJ/NOM (Exodus incense altar context)
dorous	lemma_1090	high	darûz ADV/PRP out of it/therefrom — "ou" for "û" Bavarian diphthong, "vnd sach dorous essen die" = and saw thereout eat the, all ADV/PRP (same as daraus)
meneden	lemma_3910	high	mânôt NOM month — "men-" for "mânôt-" + "-eden" dative plural suffix, "den czehenden meneden wenne in" = the tenth months when in, all NOM dative plural
nvs	lemma_4441	high	nuʒ NOM nut — "v" for "u" + missing diacritic for ʒ, "sam ein nvs an einen" = like a nut on a, all NOM (Genesis nut-bowl context)
geest	lemma_1844	high	gân VRB to go — Bavarian dialectal 2sg "du geest" = "du gehst" (you go), "lincken hant geest so wil" = to the left hand you go so will, all VRB 2sg present (Genesis 13 Lot/Abraham division of land)
leineine	lemma_3736	high	lînîn ADJ/NOM linen — "ei" for "î" diphthong + Bavarian ending, "svnen mache leineine rokke vnd" = sons make linen robes and, all ADJ/NOM (Leviticus priestly vestments)
povme	lemma_820	high	boum NOM tree — "ov" for "ou" + Bavarian "v" for "u", plural form, "noch die povme werden nicht" = nor the trees will not, all NOM plural (Leviticus / Deuteronomy tree context)
bedackt	lemma_433	high	bedecken VRB to cover — past participle, "ł Und bedackt wurden alle" = And were covered all, all VRB past part. (Exodus tabernacle cloud covering)
vorpoten	lemma_6819	high	verbieten VRB to forbid — past participle "verpoten", "Und vorpoten wurden die" = And were forbidden the, all VRB past part. (Leviticus prohibition context)
rackte	lemma_4825	high	recken VRB to stretch/extend — past tense 3sg, "Und er rackte aus sein" = And he stretched out his, all VRB past (Exodus/Numbers gesture context)
vluchtigen	lemma_7142	high	vlühtec ADJ/NOM fleeing/fugitive — dative plural adj form, "beschirmvnge den vluchtigen die do" = protection for the fugitives who there, all ADJ/NOM (Numbers cities of refuge)
vleissiclich	lemma_7126	high	vlîzeclich ADV diligently — "ei" for "î" + "ss" for "z", "dich vleissiclich das du" = yourself diligently that you, all ADV (Deuteronomy exhortation context)
gepflaget	lemma_46781	high	plâgen VRB to plague/afflict — past participle with ge- prefix, "worumb hastu gepflaget dein volk" = why have you plagued your people, all VRB past part. (Exodus Moses speech to God)
geverbten	lemma_7018	high	verwen VRB to dye/color — past participle ge-+verwen, "von iacincte geverbten heuten Mache" = from hyacinth-dyed skins Make, all VRB past part. ADJ (tabernacle cover materials)
wechsilnde	lemma_7442	medium	wehsel NOM exchange — present participle form of wechseln; closest available lemma, "ein ander wechsilnde vnser tŏchter" = exchanging each other's daughters, all NOM/VRB (Genesis Jacob/Laban daughter exchange)
centner	lemma_12261	high	zentenære NOM hundredweight/centenarius — Latin "centner" spelling, "haben einen centner reines goldes" = have one hundredweight of pure gold, all NOM (tabernacle gold weight)
geczeugen	lemma_2367	high	geziuge NOM witness/testimony — "cz" for "z" + ge- prefix, "mag mit geczeugen Wenne sie" = can with witnesses When they, all NOM (Numbers legal witness context)
knechtils	lemma_3377	high	kneht NOM servant/boy — diminutive genitive plural "-ils", "werden alle knechtils geslechte" = will all the servant-boy lineage, all NOM genitive (Numbers/Deuteronomy tribal context)
knechtels	lemma_3377	high	kneht NOM servant/boy — diminutive genitive "-els" variant of knechtils, "herren alle knechtels geslechte das" = lords all servant-boy lineage the, all NOM genitive
knechtel	lemma_3377	high	kneht NOM servant/boy — diminutive "-el" form (Bairisch knehtlîn), "die archen knechtel vnd meidel" = the ark's servant-boys and girls, all NOM (service staff/children context)
bleiblinge	lemma_504	medium	belîben VRB/NOM to remain/remnant — nominalization of belîben (ones who remain/leftovers), "Uorbru die bleiblinge in dem" = consume the remnants in the, all NOM (Exodus Passover what remains must be burned)
meilige	lemma_17858	high	meilec ADJ defiled/spotted — Leviticus purity law, "dich nicht meilige Uon deinem" = not defile yourself From your, all ADJ/VRB (Lev. skin disease/defilement context)
vorbindet	lemma_6820	high	verbinden VRB to bind/tie — 3sg present, "gutes vnd vorbindet das mit" = good and binds that with, all VRB (Exodus tabernacle assembly)
morserl	lemma_26724	medium	morsære NOM mortar/bowl — diminutive "-rl" form of morser, "ein guldein morserl wegende czehen" = a golden bowl weighing ten, all NOM (Numbers tribal offering golden bowls)
derlei	lemma_3685	medium	leie NOM kind/sort — compound "der+lei" = "of such kind/sort"; same "lei" = kind/manner as batch34, "das keiner derlei ein totes" = that no one of such kind a dead, all NOM (Leviticus/Numbers legal category)
