form	resolved_lemma	confidence	note
stund	lemma_5710	high	stân VRB past 3sg "stood up" — ouf stund pattern throughout
wolle	lemma_7693	high	wolle NOM wool — "gestreifter wolle sint vnd"
vorchten	lemma_7298	high	vürhten VRB to fear — "vorchten sich alle" reflexive VRB
streit	lemma_5815	high	strît NOM battle — "einen streit" ACC singular
reichen	lemma_4872	high	rîche NOM kingdom/realm — "in iren reichen" plural dative
mere	lemma_4086	high	mer NOM sea — "Im roten mere" = in the Red Sea
regen	lemma_4835	high	regen NOM rain — "ein regen auf erden" = a rain upon earth
wandern	lemma_15174	high	wandern VRB to wander/walk — "ob sie wandern in meiner"
vorgossen	lemma_6857	high	vergiezen VRB poured out — Bohemian vor-=ver-
vorterbte	lemma_6835	high	verderben VRB destroyed — Bohemian vor-=ver- past 3sg
herczens	lemma_2795	high	herze NOM heart — "des herczens" genitive
vilen	lemma_6741	high	vallen VRB fell — "vilen aldo" = fell there (past pl.)
guldeinen	lemma_68928	high	gulden ADJ golden — "guldeinen ŏrringe" = golden earrings
gesamment	lemma_5089	high	samenen VRB gathered — "wurden gesamment in die"
alder	lemma_155	high	alt ADJ/NOM old/age — "in dem alder des vaters" = in the age
gevallen	lemma_6741	high	vallen VRB fallen — "ab gevallen kŏrner" = fallen grain kernels
wisse	lemma_7672	high	wizzzen VRB to know — "das wisse" subjunctive "that he know"
werkis	lemma_7487	high	werc NOM work/deed — "etwas werkis" genitive singular
vorbrante	lemma_6824	high	verbrennen VRB burned — Bohemian vor-=ver- past
entvn	lemma_8268	high	entuon VRB to undo/open — "werke nicht entvn"
weihunge	lemma_44080	high	wîhunge NOM consecration/dedication — "der weihunge"
lucernen	lemma_15569	high	lucerne NOM lamp — "seczet die lucernen" = set the lamps
veistikeit	lemma_36292	high	veiztecheit NOM fatness — variant of veisticheit already resolved
here	lemma_2761	high	her NOM lord/master — "vnser here" = our lord
graben	lemma_2486	high	graben VRB to dig — "durch graben die mawer" = dig through wall
richter	lemma_4911	high	rihtaere NOM judge — "einen richter vber vns" = a judge over us
vorbrant	lemma_6824	high	verbrennen VRB burned — "hat mich vorbrant" = has burned me
dreissick	lemma_1222	high	drizcec NUM thirty — "dreissick iare" = thirty years
