form	resolved_lemma	confidence	note
trugen	lemma_6171	high	VRB tragen (carried, past 3pl); all contexts are "sie trugen czu samen", "camelen trugen wurcze" — carrying; lemma_6201=triegen (VRB to deceive) is different
ere	lemma_1282	high	NOM êre (honor/glory); all contexts are "meine ere", "die ere vnsers herre" — honor/glory; lemma_1281=êr (ADV before), lemma_57649=êren (VRB) are different; lemma_5454=sie is wrong
manden	lemma_3909	high	NOM mâne (month, dative singular); all contexts are "in dem manden newes getreides", "in disem manden" — month; lemma_3966=manen (VRB to admonish) is different
breite	lemma_846	high	NOM breit (breadth/width); all contexts are "ir breite vnd dreissick", "in die breite" — architectural measurements; lemma_847=breiten (VRB) is different
gen	lemma_2007	high	PRP gen/gegen (toward/against); all contexts are directional "gen nŏrden", "gen czuden gen ŏsten" — directional preposition; lemma_1844=gân (VRB to go) is different
hern	lemma_2684	high	NOM herre (lord, genitive); all contexts are "svne hern", "purck hern" — genitive of lord/master; lemma_2682=hêr (ADV), lemma_2761=her (army) are different
horen	lemma_2885	high	VRB hœren (to hear); all contexts are "horen mich nicht", "ouff horen werden" — perception verb; lemma_2904=horn (NOM horn) is completely different
wilt	lemma_7627	high	NOM wilt (wild game/wild animals); all contexts are "die wilt der erden", "tyr vnd wilt der erden" — fauna nominal; lemma_7473=wellen (VRB to want) is different; lemma_7615=wilde (ADJ wild) is adjacent concept
wonten	lemma_7695	high	VRB wonen (dwelt, past 3pl); all contexts are "wonten in geczelten", "wonten dorinne" — habitation past; lemma_7355=wænen (VRB to believe) is different
gaben	lemma_1961	high	VRB geben (gave, past 3pl); all contexts are "gaben sie irem", "gaben si im" — gift-giving past; lemma_1839=gâbe (NOM gift) would require different inflection
scharen	lemma_5180	high	NOM schar (troop/multitude, plural); all contexts are "scharen des volkkes", "mit czwein scharen" — military/collective nominal; lemma_5184=scharn is non-canonical variant
anders	lemma_207	high	ADV anders (otherwise/differently/else); all contexts are "ein anders gevellet", "nicht hie anders wenne" — adverb of manner; lemma_21581=Andreas (NAM) is clearly wrong
las	lemma_3567	high	VRB lâʒen (let/released, past 3sg); all contexts are "Nicht las dir sein", "Ich las dich nicht" — permissive past; lemma_3643=laz (ADJ lazy) and lemma_3720=lesen (VRB to read) are different
enden	lemma_1396	high	NOM ende (ends/borders, plural or dative); all contexts are "seinen enden in dem", "den enden der lande" — geographical endpoints; lemma_1402=enden (VRB to end) would appear differently
wer	lemma_7482	high	interrogative/relative wer (who); all contexts are "vnser herre wer hat dir", "wer das hŏrt" — relative/interrogative pronoun; lemma_7505=wesen and lemma_7643 are false positives
Dorumbe	lemma_30703	high	ADV darumbe (therefore/for that reason); unmatched capitalized form; all contexts are "Dorumbe got herre", "Dorumbe das du" — causal adverb at sentence start
los	lemma_3818	high	NOM lôs (lot/allotted portion); all contexts are "das los einem", "das los dem herren" — ritual lot casting (Leviticus); lemma_3567=lâʒen (VRB), lemma_3837=lœsen (VRB), lemma_3851=Los (NAM) are different
weirouch	lemma_7528	high	NOM wîhrouch (incense/frankincense); unmatched; all contexts are "weirouch ouf den", "enczundet den weirouch" — liturgical incense; standard tabernacle/temple term
rute	lemma_5033	high	NOM ruote (rod/staff); unmatched; all contexts are "Eine rute Und vnser", "Und dise rute nim in", "die rute gotis" — Moses's rod/staff; lemma for biblical staff
reinigunge	lemma_28890	high	NOM reinegunge (purification/cleansing); unmatched; all contexts are "der reinigunge opfer" (purification offering), "zu seiner reinigunge" — Levitical purification ritual
