form	resolved_lemma	confidence	note
des	lemma_1119	high	des ART = genitive sg. of definite article "der/daz"; context "des ewigen vaters" = of the eternal father confirms article genitive; overwhelmingly article genitive in biblical prose
habe	lemma_2598	high	habe VRB = 1/3sg present subjunctive of "haben" (to have); context "habe ich einen" = "I have" confirms verb; noun "habe" (possession) rare with this form
Habe	lemma_2598	high	same as "habe" — sentence-initial capitalization only
habent	lemma_2598	high	habent VRB = 3pl present indicative of "haben" (= "sie haben"); standard plural verb form; lemma_2688 (Habe/possession NOM) implausible with final -t
gehabet	lemma_2598	high	gehabet VRB = past participle of "haben" (ge-hab-et); lemma_2020 implausible as a participial form of "haben"
Han	lemma_2598	high	han VRB = contracted infinitive/1pl of "haben" (= "haben/wir haben"); standard MHG contraction; other candidates implausible
tu	lemma_6301	high	tu VRB = imperative/present of "tuon" (to do): all 42 contexts reviewed — 41/42 are imperative ("tu barmherczicheit", "Nicht tu deube", "tu dein barmherczicheit", "tu vnd salbe", "tu in ouf") or present indicative ("ich also tu"); only WZB_4ra_16_0 "bozes sal tu nicht essen" is PRO "du" — patched separately
e	lemma_1281	high	e ADV = temporal adverb "ê/êr" (before, sooner, earlier); context "e wenne alle" = "before all/when" confirms adverbial use; lemma_10937 (êwe NOM = law/marriage) and lemma_3004 (ie ADV = ever) do not fit this context
E	lemma_1281	high	same as "e" — sentence-initial capitalization only
werden	lemma_7489	high	werden VRB/VEX = infinitive or 3pl present of "werden" (to become); lemma_62628 is a proper name/work title (implausible in running biblical text); lemma_7500 (wert ADJ) cannot have the form "werden" as its base form; clearly the lexical verb dominant throughout biblical narrative
werdest	lemma_7489	high	werdest VRB = 2sg present indicative/subjunctive of "werden" (to become); unambiguously a verbal form — no adj. or nom. reading possible with 2sg ending
X	lemma_13826	high	X DIG = Roman numeral; lemma_2 (abc) is the catch-all for unresolvable scribal marks — Roman numerals are resolvable as digits
C	lemma_13826	high	C DIG = Roman numeral (100)
c	lemma_13826	high	c DIG = Roman numeral (lower-case scribal variant)
x	lemma_13826	high	x DIG = Roman numeral (lower-case scribal variant)
VI	lemma_13826	high	VI DIG = Roman numeral (6)
IV	lemma_13826	high	IV DIG = Roman numeral (4)
vi	lemma_13826	high	vi DIG = Roman numeral (lower-case scribal variant)
I	lemma_13826	high	I DIG = Roman numeral (1) used as chapter/verse marker; lemma_3004 (ie ADV = ever) and lemma_10509 do not fit standalone capital I in biblical chapter apparatus
sammen	lemma_5090	high	sament ADJ/ADV = adverb "zusammen" (together); context "sint samen/zusammen" = "are together" confirms adverbial use; lemma_5089 (samenen VRB = to gather) would require verb form in context
Sammen	lemma_5090	high	same as "sammen" — sentence-initial capitalization only
sampt	lemma_5090	high	sampt ADJ/ADV = variant form of "sament" (together); the -pt spelling is attested in late MHG Bavarian texts; adverbial function same as "sammen"
in	lemma_3028	medium	in PRP = preposition "in"; overwhelmingly the dominant reading in MHG biblical prose; pronoun uses (dative of "er/sie" = ihm/ihnen, acc. 3pl) also occur but less frequently; per-instance disambiguation would be needed for full accuracy
In	lemma_3028	medium	same as "in" — sentence-initial capitalization only
IN	lemma_3028	medium	same as "in" — all-caps scribal variant
iN	lemma_3028	medium	same as "in" — mixed-case scribal variant
ir	lemma_56117	medium	ir POS/PRO = 2pl pronoun "ihr" OR gen./dat. form of 3sg/pl fem.; context "mugt ir nicht getvn" = "you cannot do" supports 2pl pronoun as dominant reading; lemma_56117 is the canonical "ir" lemma
Ir	lemma_56117	medium	same as "ir" — sentence-initial capitalization only
Ires	lemma_5454	medium	ires POS = genitive form "ihres" (of her/their); lemma_5454 (sie POS/PRO) covers the possessive paradigm of 3sg/3pl fem.; lemma_56116 also possible but lemma_5454 is the broader lemma
im	lemma_1517	medium	im PRO = dative pronoun "ihm" (dat. of "er" masc. 3sg); context "Gib im herre steticheit" = "Give him Lord steadfastness" confirms pronoun; "in dem" article contraction (lemma_10734) also possible but pronoun reading is dominant in narrative prose
Im	lemma_1517	medium	same as "im" — sentence-initial capitalization only
sein	lemma_1517	medium	sein POS = possessive pronoun "sein" (his/its), form of "er"; corpus sampling shows ~65% possessive use ("sein hausfrawe", "sein antlicze", "sein ritterschaft") vs ~35% verb infinitive "sîn" (to be, lemma_5432); possessive reading is dominant
seyn	lemma_1517	medium	seyn POS = variant spelling of "sein" (his/its); same rationale as "sein"
werde	lemma_7489	medium	werde VRB = 1/3sg present subjunctive of "werden" (to become); context "als ein werde rose" suggests adj. "wert/werde" (worthy) but verb reading (er werde groß, daz er werde) is more frequent in biblical legal prose; lemma_7644 (wirde NOM = dignity) implausible with this form
Werde	lemma_7489	medium	same as "werde" — sentence-initial capitalization only
vorchte	lemma_7298	medium	vorchte VRB = past 1/3sg of "vürhten" (to fear); context "vorchte mich do" = "feared me then" supports verb; lemma_7201 (vorhte ADJ/NOM = fear/fearful) also plausible as noun in prepositional phrases ("in vorchte")
vorcht	lemma_7298	medium	vorcht VRB = variant form of "vorchte" (past of vürhten); same disambiguation caveat
Vorchten	lemma_7298	medium	vorchten VRB = infinitive/3pl of "vürhten" (to fear); lemma_7201 (NOM = fear) implausible with plural verb ending
man	lemma_3958	low	man PRO = indefinite pronoun "man" (one/you); dominant in legal register of Mosaic law texts (Leviticus, Numbers, Deuteronomium); lemma_3957 (man NOM = man/person) equally plausible in narrative contexts (e.g. "er in man vnd wip" Genesis 1:27); per-instance disambiguation recommended
Man	lemma_3958	low	same as "man" — sentence-initial capitalization only
