form	resolved_lemma	confidence	note
dem	lemma_1119	high	dative of der (ART); lemma_1097=daz has no dative form dem
Dem	lemma_1119	high	capitalized dative of der at sentence start
Der	lemma_1119	high	capitalized article der at sentence start; lemma_1055=dâr (ADV) is different word; missed in batch01
Die	lemma_1139	high	capitalized article die at sentence start; lemma_1161=dieu is non-MHG; missed in batch01
Das	lemma_1097	high	capitalized article/conj. daz; lemma_13169=dârs is different word; missed in batch01
Do	lemma_1180	high	capitalized dô (temporal ADV then/when); missed in batch01; lemma_4445=ô (interjection) is different
herren	lemma_2684	high	genitive of herre (Lord/master NOM); lemma_42447=hôrren (VRB to-listen) is different word
Herren	lemma_2684	high	capitalized genitive of herre at sentence start
wirt	lemma_7489	high	3sg. present of werden (VEX/VRB); wirt (NOM=innkeeper) implausible in biblical narrative
Wirt	lemma_7489	high	capitalized werden at sentence start
sprach	lemma_5693	high	past tense of sprechen (VRB); lemma_5692=sprüche (NOM sayings) is different word
Sprach	lemma_5693	high	capitalized past of sprechen at sentence start
noch	lemma_4415	high	noch ADV/CNJ (still/yet/nor); lemma_14402 and lemma_4281 are nâch (after/according to), different word
Noch	lemma_4415	high	capitalized noch at sentence start
du	lemma_1242	high	2nd person sg. pronoun dû; lemma_1139=die, lemma_1180=dâ, lemma_1241=du(PRP) don't match
Du	lemma_1242	high	capitalized du at sentence start
er	lemma_1517	high	3sg. masc. personal pronoun; other candidates (ûr adj, sie, ir PRO) are different words
Er	lemma_1517	high	capitalized er at sentence start
dir	lemma_1242	high	dative of dû (2nd person pronoun); lemma_1169=diser (DET) is clearly wrong
Dir	lemma_1242	high	capitalized dir at sentence start
was	lemma_7505	high	past tense of wesen/sein; lemma_29723 has no POS; lemma_5941=swaz is different word
Was	lemma_7505	high	capitalized past of wesen at sentence start; predominant in biblical narrative
aber	lemma_35	high	adversative ADV/CNJ but/again; lemma_18792=Über is a place name (NAM)
Aber	lemma_35	high	capitalized aber at sentence start
