form	resolved_lemma	confidence	note
sammnen	lemma_5089	high	VRB samenen (to gather/assemble, infinitive); all contexts "zu sammnen das holcz" (to gather the wood), "sint sammnen sich an" — collective gathering; lemma_5089=samenen VRB; lemma_5090=sament (ADV together) is different
touben	lemma_6265	high	NOM tûbe (dove/turtledove, plural); all contexts "gevalle den touben", "ein turckel touben" (a turtledove) — sacrificial bird; lemma_6160=tobe (VRB to rage) is different
vinden	lemma_7048	high	VRB vinden (to find, infinitive); all contexts "nicht konden vinden" (couldn't find), "lasent vinden" — search/finding; lemma_7081=vînt (NOM enemy) is different
is	lemma_1764	high	VRB ëʒʒen (eats/ate, 3sg present or past); all contexts "sitcze vnd is von meinem" (sit and eat from mine), "vater vnd is von dem" — eating; not ice (lemma_2979=îs) nor sîn (lemma_5432)
nider	lemma_4346	high	ADV nider (down/downward); all contexts "vil nider ouf sein" (fell down upon), "der knyte nider" (knelt down) — directional ADV; lemma_4359=nidern (VRB to lower) is different
machten	lemma_3917	high	VRB machen (made, past 3pl); all contexts "vnd machten in do" (and made there), "si machten ein wirtschaft" (they made a feast) — creative past; lemma_4240=maht (NOM power) is different
trage	lemma_6171	high	VRB tragen (carry/transport, imperative or 2/3sg); all contexts "den trage in das" (carry it into), "Die trage zu houfe" — bearing/carrying; lemma_6169=træge (ADJ lazy) is different
vorslossen	lemma_6956	high	VRB versliezen (closed/shut up, past participle); all contexts "vorslossen wurden die" (were locked up), "got hette vorslossen alle beuche" (God had closed all wombs) — Bohemian vor=ver prefix
ruch	lemma_31613	high	NOM rouch (smell/aroma/scent); all contexts "den ruch der susicheit" (the sweet smell), "Secht der ruch meines kindes" (see the smell of my son) — same lemma as batch12 ruche; lemma_4990=rûch (ADJ rough) and lemma_5021=ruochen (VRB) are different
wone	lemma_7695	high	VRB wonen (to dwell/inhabit, 1sg or imperative); all contexts "got vnd wone in den" (God dwell in the), "sei do wone" — habitation; same lemma as batch07 wonte, batch10 wonten
