form	resolved_lemma	confidence	note
en	lemma_53169	high	en PRP = MHG negation particle "ne/en", uniformly "en...nicht" pattern (en ist, en weis, en wil, en wolde, en horten etc.), all 34 occurrences are preverbal negation
irs	lemma_58160	high	irs PRO = genitive pronoun "ihres" (3sg fem / 3pl), all 12 contexts show possessive/genitive use: "irs herren", "irs amptes", "irs vleisches", "irs vaters" — lemma_58160 (sie POS + ir, morphological compound) preferred over lemma_48563
neuen	lemma_4341	high	neve NOM = nephew/kinsman, all 7 contexts show "seinem/meinen/iren/seinen neuen" = his/my/their nephew in Genesis-Numbers patriarchal narrative (Jethro/Lot episodes)
nahen	lemma_4290	high	nâhen VRB = to approach/draw near, all 10 contexts describe movement toward proximity: "nahen zu im", "traten nahen hin czu", "waren nahen das sie" — VRB covers both approaching and resultant nearness
hoen	lemma_2866	high	hôch ADJ/ADV = high, 7/8 contexts clearly "hohen" as attributive ADJ: "hoen steine", "hoen mowern", "hoen pergen", "hoen himel", "hoen wonunge", "hoen woner" — 1st occurrence "wil in hoen" also assigned here as probable deverbal "erhöhen" from same root
stunden	lemma_5710	high	stân VRB = to stand/rise (dominant reading, 17/20), "stunden ouf/vor/bey/an/in" all verbal past pl "standen auf/vor/bei" — NOTE: 3 NOM rows patched separately by xml_id
bette	lemma_634	high	bette NOM = bed (dominant reading, 10/13), "in dem bette", "ouf das bette", "sein/dein/ir bette", "yclich bette", "des mannes bette" all clearly NOM (bed) — NOTE: 3 VRB "an bette" rows patched separately by xml_id
herten	lemma_2787	high	herte ADJ/ADV = hard (dominant reading, 6/9), "herten halses" (5x) and "herten velse" all clearly ADJ genitive — NOTE: 3 VRB "herten" rows patched separately by xml_id
leide	lemma_3680	high	leide NOM = Leid/sorrow (dominant reading, 4/7), "in leide des herczens", "nicht leide tvn", "das leide das geliden", "mit nichtenicht leide" all NOM — NOTE: 3 VRB "leide wir" rows patched separately by xml_id
bete	lemma_722	high	biten VRB = to pray/worship (dominant reading, 5/7), all "an bete vnsern herren" and "Nicht bete an" contexts = anbeten (to worship/adore) — NOTE: 2 NOM "bete tafel" rows patched separately by xml_id
