form	resolved_lemma	confidence	note
wustenunge	lemma_59071	high	NOM wüestenunge (wilderness/desolation); all contexts "in der wustenunge vnd sein", "in der wustenunge do er" — wilderness wandering; Bohemian spelling
ousseczikeit	lemma_36171	high	NOM ûzsetzicheit (leprosy/plague); all contexts "slac der ousseczikeit", "gestalt der ousseczikeit" — Levitical skin disease; Bohemian ou=u, cz=z; lemma_6354=ûzsetzic (ADJ) is different
mageschaft	lemma_22720	high	NOM mâcschaft (lineage/kinship); all contexts "von deiner mageschaft vnd von", "alle seine mageschaft die kinder" — genealogical/tribal
dovm	lemma_1243	high	NOM dûme (thumb as measure); all contexts "dreissick dovm elen" (thirty thumb-ells), "czwu dovm elen" — architectural measurement; Bohemian ov=u
gemeiligt	lemma_18886	high	VRB heiligen (sanctify/consecrate, past participle); all contexts "wirt her gemeiligt", "nicht werden gemeiligt", "hast gemeiligt sein bette" — Levitical holiness; Bohemian h-drop/substitution (geheiligt→gemeiligt)
heiligtumes	lemma_2710	high	NOM heilectuom (sanctuary, genitive); all contexts "wage des heiligtumes", "grunde des heiligtumes" — Levitical sanctuary; same lemma as heiligtum
veisticheit	lemma_36292	high	NOM veiztecheit (fatness/richness of offerings); all contexts "von der veisticheit der erden", "die veisticheit des opfers" — sacrificial/agricultural
heiligtum	lemma_2710	high	NOM heilectuom (sanctuary); all contexts "Dein heiligtum herre", "mir ein heiligtum", "in das heiligtum" — same lemma as heiligtumes (genitive)
vorhank	lemma_30875	high	NOM vürhanc (tabernacle curtain/veil); all contexts "werden ein vorhank von czweinczig", "einen vorhank zu der" — Tabernacle inner veil; Bohemian spelling
getreides	lemma_2276	high	NOM getregede (grain, genitive); all contexts "genug getreides weines vnd" (grain and wine), "halme voller getreides" — agricultural produce
iacincten	lemma_3088	high	NOM jâchant (hyacinth/blue-purple cloth); all contexts "von seideinen iacincten vnd von" — blue-purple Tabernacle textile; Bohemian spelling
camelen	lemma_13480	high	NOM kembel (camel, dative plural); all contexts "eslinne vnd camelen", "gab allen camelen" — biblical animal; kembel=kamel in MHDBDB (variant type_67735='kamel')
vnreinikeit	lemma_36137	high	NOM unreinecheit (impurity/uncleanness); all contexts "posheit vnd vnreinikeit vnd svnde", "von der vnreinikeit des menschen" — Levitical purity; Bohemian spelling
vorlasenheit	lemma_45677	high	NOM verlâzenheit (abandonment/forsaking); all contexts "vornymet sein vorlasenheit", "vor die vorlasenheit vnd vor" — theological desolation; Bohemian vor=ver
enczunden	lemma_1511	high	VRB enzünden (to kindle, infinitive); all contexts "alter zu enczunden das thimiamisch", "nicht fewer enczunden in allen" — altar fire kindling; same lemma as enczuntes/enczunten (batch12)
behutest	lemma_467	high	VRB behüeten (keep/guard/observe, 2sg present); all contexts "got vnd behutest alle seine", "das du behutest sein gepot" — keeping commandments; Bohemian spelling
vressen	lemma_6849	high	VRB vrëʒʒen (to devour, past or infinitive); all contexts "hat in vressen", "tyr hat vressen", "vressen alle wurcz" — animal devouring; Bohemian vr=fr
