form	resolved_lemma	confidence	note
teilen	lemma_6042	high	VRB teilen (to divide, infinitive or plural); all contexts are "wil teilen den roup", "teilen tag vnd nacht" — dividing; lemma_6041=teil (NOM) would not appear as infinitive
gehaben	lemma_2020	high	VRB gehaben (to possess/have, past participle); all contexts are "hab ich gehaben vnd spreche", "Ouf gehaben hat got" — possession auxiliary; lemma_2022=geheben (VRB to lift) is different
mase	lemma_3912	high	NOM mâse (measure/amount); all contexts are "vber die mase" (beyond measure), "trat die mase" — nominal measure; lemma_4008=Maas (NAM river) is clearly wrong
nach	lemma_4281	high	PRP/ADV nâch (after/according to); all contexts are "Dar nach hebit sich", "lebte nach dem", "czoch in nach" — temporal/directional; lemma_4298=nac (NOM neck), lemma_4303=naht (NOM night), lemma_4415=noch (ADV) are different words
swert	lemma_5964	high	NOM swert (sword); all contexts are "ein fewrin swert", "das swert", "derwischte das swert" — weapon nominal; lemma_5925=swæren (VRB) and lemma_5963=swern (VRB to swear) are different words
steig	lemma_5763	high	VRB stîgen (climbed, past 3sg); all contexts are "steig sie von", "steig ouf den perck", "steig her abe" — ascending/descending past; lemma_24062=steic (NOM path) and lemma_5760=stîc (NOM) are different
halden	lemma_2629	high	VRB halten (to hold/keep); all contexts are "sult den halden bis an", "behuten vnd halden" — directive to observe/hold; lemma_2620=halde (NOM slope) is different
stunt	lemma_5842	high	NOM stunde (moment/time, accusative/dative); all contexts are "nv czu stunt" (immediately), "siben stunt" (seven times) — temporal; lemma_5710=stân (VRB to stand) past form would be "stuont"
eine	lemma_1331	high	ART/NUM eine (one, feminine accusative); all contexts are "nam eine aus seinen", "vmb eine boze svnde" — feminine indefinite article; lemma_119=aleine (alone) and lemma_1337=einest (once) are different
senden	lemma_5396	high	VRB senden (to send, infinitive); all contexts are "senden seinen engel", "wil ich senden" — divine messenger sending; lemma_69474=senender (longing/yearning) is different
wollen	lemma_7473	high	VRB wellen (to want/will, infinitive plural); all contexts are "wollen opfern vnserm", "wollen vnserm herren" — modal auxiliary; lemma_7693=wolle (NOM wool) is different
vortilget	lemma_6992	high	VRB vertilgen (destroyed/exterminated, past passive); all contexts are "vortilget wart", "wurden vortilget" — Bohemian ver-=vor- prefix; lemma for base verb vertilgen
weip	lemma_7534	high	NOM wîp (woman/wife); all contexts are "das weip vnd stund", "sprach das weip" — gender nominal; standard biblical term for woman
hochczeit	lemma_2875	high	NOM hôchzît (feast/festival/wedding celebration); all contexts are "machte ein hochczeit", "ist ein hochczeit vnserm herren" — biblical festival; lemma for hôchzît
dorvmbe	lemma_30703	high	ADV darumbe (therefore/for that reason); unmatched capitalized variant; all contexts are "Nu sach dorvmbe das wip", "sante dorvmbe der kunig" — causal adverb
czugen	lemma_7861	high	VRB ziehen (moved/marched, past 3pl); unmatched Bohemian spelling (cz=z); all contexts are "czugen noch den", "czugen Und an" — military movement
czihet	lemma_7861	high	VRB ziehen (draws/pulls, present 3sg); unmatched Bohemian spelling; all contexts are "czihet nicht von", "czihet ir vnd" — active pulling/drawing
czeuhet	lemma_7861	high	VRB ziehen (draws, present 3sg variant); unmatched Bohemian spelling; all contexts are "er czeuhet dir enkegen", "czeuhet gegen do" — directional movement
steigen	lemma_5763	high	VRB stîgen (to climb/ascend, infinitive or plural); unmatched; all contexts show climbing; standard usage in WZB for ascending/going up; lemma_5742=steigen (NOM) is different
creisse	lemma_3453	high	NOM kreiʒ (territory/circle/boundary, plural or oblique); unmatched Bohemian spelling; all contexts are "durch ewer creisse", "ist ein creisse teilende" — territorial boundary
creis	lemma_3453	high	NOM kreiʒ (territory/region); unmatched Bohemian spelling; all contexts are "ist ein creis der kinder", "wirt ewer creis" — regional/boundary term
ierige	lemma_27278	high	ADJ jæric (year-old); unmatched Bohemian spelling; all contexts are "drei ierige ku/czigen" (three-year-old cow/goats), "siben ierige lemmer" — age modifier for sacrificial animals
enczunten	lemma_1511	high	VRB enzünden (kindled/burnt, past participle); unmatched Bohemian spelling; all contexts are "gancze enczunten opfers", "gancz enczunten opfer" — whole burnt offering (Brandopfer/Olah in Leviticus)
