form	resolved_lemma	confidence	note
bat	lemma_722	high	VRB biten (prayed/begged, past 3sg); all contexts are "bat vnsern herren", "bat vor in", "bat spise" — petitionary past; same VRB as resolved bite (1sg pres); lemma_408=bat is non-canonical principal-part form
solt	lemma_5608	high	VRB soln (shall/should modal); all contexts are "solt sein", "solt tvn", "solt du nicht" — modal directive; lemma_5609=solt (NOM Sold=wages) is a completely different word
dinge	lemma_1164	high	NOM dinc (thing/matter, genitive plural); all contexts are "aller dinge" (of all things), "zukunftiger dinge", "zu dem dinge" — nominal genitive; lemma_1165=dingen (VRB to hire) is different
schar	lemma_5180	high	NOM schar (troop/company, singular); all contexts are "in czwu schar", "ein schar die ander", "in die schar" — military/collective nominal; same lemma as resolved scharen (plural); lemma_5184=scharn is non-canonical
oren	lemma_4447	high	NOM ôr (ear, plural); all contexts are "in ire oren", "in die oren", "von den oren" — body part plural; lemma_30381=Ôren (NAM proper noun) is different
stet	lemma_5710	high	VRB stân (stands, present 3sg); all contexts are "die do stet", "her ouf stet", "das blut stet", "das weip stet" — present indicative to stand; lemma_5713=stæte (ADJ constant) and lemma_5732=stete (NOM place) are different
wunder	lemma_7722	high	NOM wunder (wonder/miracle); all contexts are "groser wunder", "geczeigten wunder", "etliche wunder der kinder" — nominal miracles/wonders; lemma_7729=wunt (ADJ wounded) is completely different
wat	lemma_7342	high	NOM wât (clothing/garment); all contexts are "ire wat", "seine wat", "wat seines vleischs", "die vorigen wat" — vestment nominal; lemma_5941=swaz (pronoun whatever) is a false positive
oster	lemma_4450	high	NOM ôster (Passover/Easter feast); all contexts are "oster brot" (unleavened bread), "oster lamp" (Passover lamb), "oster speise", "oster korbe" — Passover ritual; lemma_4452=ôstern is non-canonical variant
Las	lemma_3567	high	VRB lâʒen (let/allow, imperative); all contexts are "Las mich das", "Las mein volk", "Las das kint", "Las dein hant" — imperative let; same lemma as resolved las (lowercase); lemma_3643=laz (ADJ lazy) is different
willen	lemma_7620	high	NOM wille (will/intention, dative); all contexts are "durch iren willen", "seinen willen", "gotes willen", "freiem willen" — nominal will/volition; lemma_18852=Wille (proper NAM variant) is different
tir	lemma_6080	high	NOM tier (animal/beast); all contexts are "alle tir", "krichenden tir", "wildes tir", "opferte tir" — fauna nominal; Bohemian spelling of tier; candidate lemmata lemma_10984=Tyrus (NAM city of Tyre) and lemma_1242=dû (pronoun) are false variant matches
meren	lemma_4035	high	VRB mêren (to multiply/increase, infinitive or plural); all contexts are "sullen sich meren", "wil ich meren deinen samen", "wil dich meren" — divine multiplication; lemma_3922=mære (NOM news/tale) and lemma_4034=mêr (ADV more) are different
clage	lemma_3337	high	NOM klage (lamentation/mourning); all contexts are "von clage", "in der clage", "czeit der clage", "mit groser clage" — mourning nominal (esp. Egyptian mourning); lemma_3341=klagen (VRB to lament) would appear as VRB
lebe	lemma_3659	high	VRB leben (to live, 1/3sg subjunctive/present); all contexts are "mein sele lebe", "Ich lebe", "esse vnd lebe ewiclich" — life affirmation formula; lemma_3726=lewe (NOM lion) is completely different
wissen	lemma_7672	high	VRB wiʒʒen (to know, infinitive or plural); all contexts are "wissen werdet ir", "wirstu wissen", "wissen sullen ycliche" — knowledge VRB; lemma_7549=wîʒ (ADJ white) and lemma_7551=wîzen (VRB to punish) are false positives
rat	lemma_4786	high	NOM rât (counsel/advice); all contexts are "der den rat", "rat vragte", "von ewerm rat", "meinen rat" — nominal counsel; lemma_4787=râten (VRB to counsel) would appear differently; lemma_4813=rat is non-canonical variant
westen	lemma_7506	high	NOM west (west, directional); all contexts are "gegen westen" (toward the west), "vnd gegen westen" — compass direction; lemma_7672=wiʒʒen (VRB to know) is a false positive
har	lemma_2590	high	NOM hâr (hair, especially goat hair for tabernacle); all contexts are "czigen har" (goat hair), "die har" — tabernacle material (Num/Exod); lemma_2761/2762=her (ADV/army) and lemma_18113/29842=har/hare are non-canonical variants
erwelet	lemma_1699	high	VRB erweln (chosen/elected, past participle); all contexts are "her erwelet", "hat her erwelet zu volke", "got erwelet" — divine election; lemma_57797=erwelter (ADJ/NOM the chosen one) is adjacent but VRB participle form preferred
irre	lemma_3066	high	ADJ irre (straying/confused/astray); all contexts are "irre wirst du", "werde irre", "gieng sie irre", "irre geenden ochsen" — ADJ predicate/modifier; lemma_3067=irren (VRB to err) does not fit ADJ predicate pattern; lemma_56116=sie (pronoun) is false positive
eide	lemma_1355	high	NOM eit (oath, plural or dative); all contexts are "an dem eide", "mit dem eide", "vnder dem eide", "ire eide" — solemn oath formula; lemma_50416=eide is non-canonical variant form of same word
