form	resolved_lemma	confidence	note
czorniger	lemma_7898	high	zornec ADJ wrathful — "cz" for "z" + adjective inflection, "got ein czorniger der do" = a wrathful god who there, all ADJ (biblical description of an angry God)
volgende	lemma_74368	high	volgender ADJ following — present participle adjective, "Und noch volgende czogen ein" = And then following/next [they] marched, all ADJ pres.part. (Numbers march narrative)
vlusse	lemma_7153	high	vluz NOM flow/flux — genitive form "vluzzes", "von dem vlusse ires blutes" = from the flow of their blood, all NOM genitive (Leviticus impurity/blood flow laws)
vogiln	lemma_7154	high	vogel NOM bird — dative plural "-n" ending, "wol von vogiln als von" = well from birds as from, all NOM dative plural (Leviticus clean/unclean birds)
friedes	lemma_7233	high	vride NOM peace — genitive form "vrides", "geczelt des friedes Und alles" = tent of peace And all, all NOM genitive (Numbers peace offering context)
sechster	lemma_5369	high	sëhste NUM sixth — ordinal adjective, "Und einen sechster oles Und" = And a sixth of oil And, all NUM ordinal (Leviticus/Numbers offering measurements)
speisen	lemma_5669	high	spîse NOM food/dish — plural/dative, "seinen opfer speisen Das ist" = his offering foods That is, all NOM (Leviticus grain offering context)
mittages	lemma_20031	high	mittentac NOM midday/south — genitive form, "teile des mittages gegen czudin" = part of the south/midday toward ..., all NOM genitive (tabernacle orientation; same as mittagis batch34)
totis	lemma_6118	high	tôt ADJ/NOM dead — "t" ending variant of "toten", "vnd ir totis sult ir" = and your dead shall you, all ADJ/NOM (Leviticus/Numbers handling the dead)
thimiamisch	lemma_11856	high	thymian NOM thyme-incense — adjective form, "enczunden das thimiamisch puluer aus" = kindled the incense powder from, all ADJ (same as thimiamischen batch35; Exodus incense altar)
czwiualdig	lemma_7952	high	zwivalt ADJ twofold/double — "cz" for "z" without dative inflection, "gebe das czwiualdig wider Ist" = give that double back Is, all ADJ (Genesis double restitution law)
geslechte;	lemma_2233	high	gesleht NOM lineage/tribe — semicolon artifact in tokenization, "noch seinem geslechte; vich vnd" = according to his lineage cattle and, all NOM (Leviticus livestock by kind)
vorbruen	lemma_6824	high	verbrennen VRB to burn/scald — "vor" for "ver" prefix, "purge vnd vorbruen als das" = purify and burn as the, all VRB (Exodus/Leviticus purification by fire)
gefuren	lemma_7283	high	vüeren VRB to lead/carry — past participle ge+furen, "zu mag gefuren vnd ir" = can carry/lead and their, all VRB past part. (Numbers carrying the ark/tabernacle)
ousvart	lemma_9775	high	ûzvart NOM exodus/departure — "ou" for "û" Bavarian diphthong, "buch der ousvart von das" = book of the exodus/departure from the, all NOM (Exodus = Book of Going-Out; book title reference)
ouslendiger	lemma_45128	high	ûzlendisch ADJ foreigner/alien — "ou" for "û" + adjective ending, "Ein yclicher ouslendiger isset nicht" = Every foreigner shall not eat, all ADJ (Leviticus restrictions on foreigners; cf. NHG "Ausländer")
widersagunge	lemma_64708	high	widersagunge NOM waters of strife — "wasser der widersagunge do krigten" = waters of strife where [they] fought, all NOM (Numbers 20 waters of Meribah/Kadesh)
abtgote	lemma_39	high	abgot NOM idol/false god — "abt" for "ab" WZB variant, plural, "euch kein abtgote noch kein" = you no idols nor any, all NOM plural (Leviticus prohibition of idolatry)
endliste	lemma_22669	high	endelist NOM outermost/edge — "ouf das endliste teil der" = on the outermost part of the, all NOM (Exodus/Numbers tabernacle edge measurements)
endlisten	lemma_22669	high	endelist NOM outermost/edge — plural/dative form, "an den endlisten drumern des" = on the outermost drums/boards of the, all NOM (tabernacle construction; same lemma as endliste)
korp	lemma_3412	high	korp NOM basket/container — "in einen korp vnd opfer" = in a basket and offer, all NOM (Leviticus/Deuteronomy first-fruits basket context)
sethimischen	lemma_16163	high	setim NOM shittim/acacia — adjective form of setim (acacia wood), "machen von sethimischen holcze vnd" = make from shittim/acacia wood and, all ADJ (Exodus tabernacle construction; setim = acacia)
besee	lemma_61071	high	besæjen VRB to sow — imperative/subjunctive 2sg, "Sechs iar besee deinen acker" = Six years sow your field, all VRB (Exodus 23 sabbatical year law)
veierlich	lemma_32980	high	vîrelich ADJ festive/solemn — "ei" for "î" diphthong, "sein gar veierlich vnd heilig" = be very festive/solemn and holy, all ADJ (Leviticus sacred feast days; vîrelich = feast-like/solemn)
benvmet	lemma_516	high	benennen VRB to name/call — past participle ge+benennen without ge-, "einer gerechticheit benvmet Und her" = named/called a righteousness And he, all VRB past part. (Deuteronomy legal naming context)
funfczigsten	lemma_37908	high	vünfzigeste NUM fiftieth — "cz" for "z", ordinal dative, "zu dem funfczigsten iare aller" = on the fiftieth year of all, all NUM ordinal (Leviticus 25 jubilee year)
funfczigste	lemma_37908	high	vünfzigeste NUM fiftieth — "cz" for "z", ordinal nom./acc., "soltu das funfczigste iare vnd" = shall you the fiftieth year and, all NUM ordinal (Leviticus 25 jubilee proclamation)
vorhange	lemma_30875	high	vürhanc NOM curtain/veil — dative form, "gegen dem vorhange der do" = against/before the curtain that there, all NOM (Exodus tabernacle veil/curtain)
furhank	lemma_30875	high	vürhanc NOM curtain/veil — "fur" for "vür" + "k" for "c", "ouch einen furhank von seideinen" = also a curtain of silken, all NOM (Exodus tabernacle entrance curtain; fürhanc variant)
vmhenge	lemma_9487	medium	gehenge NOM hanging/curtain — "vm" for "um" Bavarian, surrounding curtains of tabernacle, "enden der vmbhenge das man" = ends of the surrounding hangings that one, all NOM (Exodus tabernacle surrounding curtains; umgehenge noun form)
vmbhenge	lemma_9487	medium	gehenge NOM hanging/curtain — "vmb" for "um" + "henge" = hangings, 5 occurrences alongside vmhenge (16), all NOM (tabernacle surrounding curtains variant form)
vorheusern	lemma_33704	medium	vorhof NOM forecourt/vestibule — "vnd ire vorheusern" = and their forecourts, MHG vorhûs/vorhof = vestibule/forecourt, all NOM plural (Numbers Levitical cities with forecourts)
cedrein	lemma_31075	medium	Cêdar NAM cedar — adjective form meaning "of cedar/cedarwood", "sint vnd cedrein holcz vnd" = are and cedar wood and, all ADJ (Numbers/Deuteronomy cedar wood; closest available lemma for cedar material)
vnmenschlichkeit	lemma_21755	medium	unmenschlich ADJ inhuman — nominalized form (NOM of adj), "ist ein vnmenschlichkeit Mit allem" = is an inhumanity With all, all NOM (Genesis/Deuteronomy moral condemnation; unmenschlichkeit = NOM of unmenschlich)
