form	resolved_lemma	confidence	note
pergis	lemma_521	high	NOM berc (mountain, genitive); all contexts "spicze des pergis" (peak of the mountain), "grunde des pergis" (base of the mountain) — topographic genitive; Bohemian form
menedis	lemma_3909	high	NOM mâne (month, genitive); all contexts "tage des menedis" (days of the month) — calendar month genitive; Bohemian spelling; same lemma as batch10 manden (dative plural)
ganczenczuntem	lemma_1511	high	VRB enzünden (whole burnt offering, dative adjective); all contexts "lamp zu ganczenczuntem opfer" — Levitical burnt offering adjective; compound gancz+enczuntem; same lemma as batch12 enczuntes/enczunten
ganczenczunten	lemma_1511	high	VRB enzünden (whole burnt offering, genitive adjective); all contexts "alter des ganczenczunten opfers" — Levitical burnt offering genitive; same lemma
ganczenczunte	lemma_1511	high	VRB enzünden (whole burnt offering, nom/acc adjective); all contexts "das ganczenczunte opfer", "das stetliche ganczenczunte opfer" — whole burnt offering; same lemma
doum	lemma_1243	high	NOM dûme (thumb-measure/thumb-width, linear unit); all contexts "funfczig doum elen lanck" (fifty thumb-ells long), "funfczehen doum elen" — architectural measurement; variant spelling of dovm (batch14); Bohemian ou=u
geperungen	lemma_44214	high	NOM geberunge (generation/lineage, plural); all contexts "in seinen geperungen Mit gote" (in his generations), "in iren geperungen vnd landen" — genealogical; same lemma as batch12 geperunge
czihe	lemma_7861	high	VRB ziehen (draw/move, 1sg subjunctive or imperative); all contexts "erwelest so czihe ich zu" (if you choose, I will go to), "das ich czihe zu meinem" — movement directive; same lemma as batch11 czugen/czihet/czeuhet/czeuch
dorouf	lemma_1089	high	ADV darûf (thereupon/on it/thereon); all contexts "gos ŏle dorouf" (poured oil thereupon), "vnd opfert dorouf" — deictic adverb; Bohemian dor=dar
racional	lemma_45292	high	NOM raciônâl (priestly breastplate/rational); all contexts "das racional vnd machen", "das racional des gesichtes" — Levitical priestly vestment (Exodus breastplate); Latin/Bohemian loanword
creissen	lemma_3453	high	NOM kreiʒ (territory/circle/district, plural); all contexts "in ewern creissen", "allen deinen creissen siben tage" — territorial boundaries; same lemma as batch11 creisse/creis
streitenden	lemma_5818	high	VRB strîten (warriors/fighting men, genitive participle); all contexts "iarczal der streitenden" (the count of the warriors), "here der streitenden" — Numbers census of military-age men
gegenwortigen	lemma_36573	high	ADJ gegenwertic (present/current, oblique); all contexts "in dem gegenwortigen tage" (on this present day), "in disen gegenwortigen tak" — temporal adjective
vorkouft	lemma_6879	high	VRB verkoufen (sold/sold off, past participle); all contexts "hat vns vorkouft" (has sold us), "des getreides vorkouft" — selling grain/people; Bohemian vor=ver prefix
gebrouchen	lemma_1984	high	VRB gebrûchen (to use/employ, infinitive); all contexts "sold her gebrouchen also sam" (shall he use like), "der pfafheit gebrouchen" — priestly service use; Bohemian ou=û
czeuhest	lemma_7861	high	VRB ziehen (draw/pull, 2sg present); all contexts "du ein czeuhest" (you draw one), "Du czeuhest heute vber" — same lemma as batch11 ziehen forms
Des	lemma_1119	high	ART der (genitive article, capitalized at sentence start); all contexts "Des heiligen geistes" (of the Holy Spirit), "Des edeln himelriches" (of the noble heavenly realm) — genitive article
gute	lemma_2573	high	ADJ/NOM guot (good/goods); all contexts "mit grosem gute" (with great wealth), "alle dem gute das er" (all the goods that he...) — NOM wealth; lemma_2551=güete (NOM goodness abstract) is different
veier	lemma_7057	high	NOM vîre (feast/holiday/festival); all contexts "Behutet meinen veier tack" (keep my feast days), "tage ist veier heilige ru" (feast day of holy rest) — Sabbath/festival observance; same root as batch13 veiern (VRB)
groses	lemma_2534	high	ADJ grôz (great/large, genitive oblique); all contexts "in ein groses geslechte" (into a great tribe), "in groses volk" (into a great people) — greatness adjective genitive
ane	lemma_13	high	PRP âne (without/lacking); all contexts "als vorweiset ane kinder" (as appointed without children), "mit in ane czal" (with them without number) — privative preposition
ichtesicht	lemma_3022	high	PRO iht (anything/something, emphatic); all contexts "seinem nehsten ichtesicht" (anything to his neighbor), "das her ichtesicht an ruret" (that he touches anything) — Levitical purity context; compound iht+esicht emphatic
veldungen	lemma_6797	high	NOM velt (field/plain, plural); all contexts "in den veldungen bei dem" (in the plains near the), "ouf den veldungen bei dem" — geographical plain (plains of Moab context); Bohemian spelling
opfertir	lemma_6080	high	NOM tier (sacrificial animal, compound with opfer); all contexts "ein opfertir vnserm herren" (a sacrificial animal to our Lord), "das opfertir der fridsamen" — Levitical offering animal; head noun of compound opfer+tir=opfertier
