form	resolved_lemma	confidence	note
Hŏre	lemma_2885	high	hœren VRB/INJ hear! — "Hŏre vns herre" = hear us lord, "Hŏre die elichen" = hear the married ones, all VRB imperative (capitalized breve-variant of hŏre batch32)
Hŏrt	lemma_2885	high	hœren VRB heard — "Hŏrt meine stimme" = heard my voice, "Hŏrt euch nicht" = heard you not, all VRB past pl imperative
gehŏren	lemma_2885	high	hœren VRB to belong/hear — "gehŏren sie ouch" = they belong to too, "vnd gehŏren an dich" = and belong to you, all VRB gehœren (ge+hœren, to belong to/hear)
gehŏret	lemma_2885	high	hœren VRB heard/belongs — "habe ich gehŏret" = I have heard, "des alters gehŏret die seil" = the ropes belong to the altar, all VRB (ge+hœren)
grŏste	lemma_2534	high	grôz ADJ greatest — "das grŏste teil" = the greatest part, "ist der grŏste priester" = is the greatest priest, all ADJ superlative (breve-diacritic grôz)
grŏsten	lemma_2534	high	grôz ADJ greatest — "zu dem grŏsten" ×2 = to the greatest, "Alle die grŏsten der" = all the greatest of the, all ADJ superlative (breve-diacritic grôz, like grossen batch29)
grŏse	lemma_2534	high	grôz ADJ/NOM greatness — "die grŏse des hungers" = the greatness/severity of the hunger, "in der grŏse deiner stercke" = in the greatness of your strength, all NOM grœze (derived from grôz, no separate NOM lemma)
hŏchsten	lemma_2866	high	hôch ADJ highest — "dem hŏchsten herren" = to the highest lord, "zu dem hŏchsten perge" = to the highest mountain, all ADJ superlative (breve-diacritic hôch, like hoe batch27)
hŏer	lemma_2866	high	hôch ADJ higher — "mache hŏer" = make higher, "wirt hŏer du aber" = will be higher, "ein hŏer czimmermeister" = a higher/senior master builder, all ADJ comparative hôch
hŏhe	lemma_2881	high	hœhe NOM height — "volenden seine hŏhe" = complete its height, "in die hŏhe von der" = into the height from the, "turme des hŏhe" = the tower's height, all NOM (breve-diacritic hœhe NOM)
pŏcke	lemma_784	high	boc NOM billy-goat — "czwen czigen pŏcke" = two he-goats, "lemmer vnd pŏcke also wol" = lambs and goats also, all NOM plural (breve-diacritic variant, Leviticus sacrifice context)
pŏse	lemma_788	high	bœse ADJ evil — "noch das pŏse" = nor the evil, "an die pŏse stat" = to the evil place, all ADJ (breve-diacritic variant of bœse, like bŏses batch32)
pŏsen	lemma_788	high	bœse ADJ evil — "der pŏsen geiste" = of the evil spirit, "vor allen pŏsen dingen" = from all evil things, all ADJ genitive/dative (breve-diacritic bœse)
ŏpfel	lemma_261	high	apfel NOM pomegranate/apple — "punikische ŏpfel" = pomegranate apples ×2, "von granat ŏpfel vnd von" = of pomegranate apples and, all NOM (breve-diacritic variant, Leviticus/Numbers pomegranate context)
ŏrringe	lemma_4448	high	ôrrinc NOM earring — "czwen guldein ŏrringe" = two golden earrings, "die guldeinen ŏrringe vnd die" = the golden earrings and the, all NOM plural (breve-diacritic variant, tabernacle/jewelry context)
gevŏgel	lemma_2317	high	gevügele NOM birds — "vnd alles gevŏgel des himels" ×2 = and all birds of the heavens, "vber alles gevŏgel" = over all birds, all NOM collective (breve-diacritic variant)
gevŏgeln	lemma_2317	high	gevügele NOM birds — "vnd den gevŏgeln des himels" = and the birds of the heavens, all NOM plural dative (breve-diacritic variant of gevögel)
gevŏgil	lemma_2317	high	gevügele NOM birds — "vnd alles gevŏgil ein giengen" = and all birds went in, "das gevŏgil auf die" = the birds upon the, all NOM (breve-diacritic spelling variant)
gevŏgiltem	lemma_2317	high	gevügele NOM bird-embroidery — "von genetem gevŏgiltem werke" ×2 = from worked bird-pattern embroidery, "mit genetem gevŏgiltem werke von" = with worked bird-embroidery, all NOM/ADJ tabernacle cherubim embroidery context
